model,architecture,architecture_short,semantics,semantics_short,summary_type,relevant_property,sharpness,scope,n_categories,mae,rmse,kl_empirical_to_model
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_rec_fixedeps,global,glob,context_updating,rec,overinformativeness,both,blurred,condition,3,0.023692723895813145,0.02521406324325996,0.00695245278699079
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_rec_fixedeps,global,glob,context_updating,rec,overinformativeness,both,sharp,condition,3,0.04041576415270391,0.048428991303872064,0.007770039943786302
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_rec_fixedeps,global,glob,context_updating,rec,overinformativeness,first,blurred,condition,2,0.04566514110896583,0.04566514110896583,0.009294855593033884
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_rec_fixedeps,global,glob,context_updating,rec,overinformativeness,first,sharp,condition,2,0.19478440899276261,0.19478440899276261,0.10667541389436883
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_rec_fixedeps,global,glob,context_updating,rec,overinformativeness,second,blurred,condition,2,0.037883220193215744,0.037883220193215744,0.0034012794077041414
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_rec_fixedeps,global,glob,context_updating,rec,overinformativeness,second,sharp,condition,2,0.030370682757246914,0.030370682757246914,0.002268480219677429
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_rec_fixedeps,global,glob,context_updating,rec,selection,both,blurred,condition,4,0.030198016596725975,0.036396496574388384,0.03116250390672245
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_rec_fixedeps,global,glob,context_updating,rec,selection,both,sharp,condition,4,0.047057588090622264,0.056278801557208,0.08119233591033527
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_rec_fixedeps,global,glob,context_updating,rec,selection,first,blurred,condition,4,0.033079204418558605,0.03997493537049725,0.020461091235986075
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_rec_fixedeps,global,glob,context_updating,rec,selection,first,sharp,condition,4,0.0623982172295846,0.0787557343359134,0.06400835246155383
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_rec_fixedeps,global,glob,context_updating,rec,selection,second,blurred,condition,4,0.07088483316384443,0.08627266880452397,0.10831733077481838
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_rec_fixedeps,global,glob,context_updating,rec,selection,second,sharp,condition,4,0.04253738034740281,0.05312018873630339,0.0870939287050215
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,length,both,blurred,condition,3,0.022841740182828096,0.024467438987880456,0.006424926140630182
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,length,both,sharp,condition,3,0.03900943250460721,0.046646006446061636,0.007215783775406666
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,length,first,blurred,condition,3,0.07252738714677444,0.07721630792693263,0.031184466753740342
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,length,first,sharp,condition,3,0.13482930152111258,0.16177247114305168,0.12049432902652121
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,length,second,blurred,condition,3,0.029732529468390362,0.03319883736527542,0.0057097653172350354
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,length,second,sharp,condition,3,0.03225668209134882,0.03498804403983217,0.0303223003315955
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,order,both,blurred,condition,4,0.06000193141457847,0.06415183311651704,0.05322343539982767
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,order,both,sharp,condition,4,0.04592420710732816,0.05596414010064436,0.05718385668021606
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,order,first,blurred,condition,4,0.04335673090061782,0.0503685017179892,0.02728586463046019
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,order,first,sharp,condition,4,0.11566353224442247,0.13881122863709627,0.14021461257000845
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,order,second,blurred,condition,4,0.07404225469993742,0.08665173249882444,0.11790271038358455
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,order,second,sharp,condition,4,0.08025999884511092,0.09290058421365358,0.17202026348181687
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,overinformativeness,both,blurred,condition,3,0.022841740182828096,0.02446743898788046,0.006424926140630276
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,overinformativeness,both,sharp,condition,3,0.03900943250460721,0.046646006446061636,0.007215783775406488
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,overinformativeness,first,blurred,condition,2,0.04621551092218951,0.04621551092218951,0.00949854628613115
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,overinformativeness,first,sharp,condition,2,0.19374236511492468,0.19374236511492468,0.10528114811420827
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,overinformativeness,second,blurred,condition,2,0.035005886402652786,0.035005886402652786,0.00289361348232918
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,overinformativeness,second,sharp,condition,2,0.033159784878841164,0.033159784878841164,0.002693913634610051
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,selection,both,blurred,condition,4,0.03103215086151768,0.03737474522580305,0.032122972265232086
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,selection,both,sharp,condition,4,0.04652582809061753,0.05559599790858253,0.08030853298883103
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,selection,first,blurred,condition,4,0.03380334315397142,0.040786655563479816,0.020984225779301487
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,selection,first,sharp,condition,4,0.06207435130358211,0.07806524055112309,0.06380223324914916
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,selection,second,blurred,condition,4,0.06999175703952147,0.08511739900798894,0.1080077266049372
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,selection,second,sharp,condition,4,0.043299545994288785,0.05350716137457226,0.08821916501926533
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,incremental,inc,context_updating,rec,length,both,blurred,condition,3,0.022218659063832313,0.02557510137698881,0.004374358888183699
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,incremental,inc,context_updating,rec,length,both,sharp,condition,3,0.07284372049111275,0.07730228220940402,0.02823492272166825
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,incremental,inc,context_updating,rec,length,first,blurred,condition,3,0.0634447265566395,0.07071559921902344,0.033619005018698765
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,incremental,inc,context_updating,rec,length,first,sharp,condition,3,0.1413692226625232,0.1561771399246524,0.1337490930078058
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,incremental,inc,context_updating,rec,length,second,blurred,condition,3,0.03795322998540723,0.046019064201041716,0.008863086664697158
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,incremental,inc,context_updating,rec,length,second,sharp,condition,3,0.03058997671310018,0.03409409110057948,0.029955031542654963
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,incremental,inc,context_updating,rec,order,both,blurred,condition,4,0.03693618012053142,0.04426148189170475,0.011507428170668382
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,incremental,inc,context_updating,rec,order,both,sharp,condition,4,0.0463188122576369,0.054974122673447805,0.025755465996006713
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,incremental,inc,context_updating,rec,order,first,blurred,condition,4,0.038387067662971223,0.04844706148229635,0.02266740434422798
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,incremental,inc,context_updating,rec,order,first,sharp,condition,4,0.13496136409563253,0.17020723508197308,0.17877369875858531
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,incremental,inc,context_updating,rec,order,second,blurred,condition,4,0.03712085984235737,0.046236572055243695,0.017290256414985813
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,incremental,inc,context_updating,rec,order,second,sharp,condition,4,0.03750208056013801,0.049051884690368426,0.06410673205484602
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,incremental,inc,context_updating,rec,overinformativeness,both,blurred,condition,3,0.022218659063832313,0.02557510137698881,0.004374358888183844
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,incremental,inc,context_updating,rec,overinformativeness,both,sharp,condition,3,0.07284372049111275,0.07730228220940402,0.02823492272166843
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,incremental,inc,context_updating,rec,overinformativeness,first,blurred,condition,2,0.07420050790383333,0.07420050790383333,0.022025739989567812
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,incremental,inc,context_updating,rec,overinformativeness,first,sharp,condition,2,0.21205383399378477,0.21205383399378477,0.13194986705283449
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,incremental,inc,context_updating,rec,overinformativeness,second,blurred,condition,2,0.05577565239481955,0.05577565239481955,0.007552730989770787
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,incremental,inc,context_updating,rec,overinformativeness,second,sharp,condition,2,0.010115243651119515,0.010115243651119515,0.0002591924962019581
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,incremental,inc,context_updating,rec,selection,both,blurred,condition,4,0.034006909279014286,0.04322251265775113,0.05327382974952215
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,incremental,inc,context_updating,rec,selection,both,sharp,condition,4,0.05563333899423716,0.06526428724846936,0.11895497260400381
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,incremental,inc,context_updating,rec,selection,first,blurred,condition,4,0.03927983212555629,0.047152558290742705,0.026686433121380915
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,incremental,inc,context_updating,rec,selection,first,sharp,condition,4,0.07644773432901655,0.09751207605889974,0.09840235105815734
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,incremental,inc,context_updating,rec,selection,second,blurred,condition,4,0.06678603137623124,0.08184021106747576,0.08642769581900697
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,incremental,inc,context_updating,rec,selection,second,sharp,condition,4,0.03372427959958249,0.04161036659761295,0.06778427590665857
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,incremental,inc,context_fixed,static,length,both,blurred,condition,3,0.022316420926462743,0.025797178730829,0.004472917447967018
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,incremental,inc,context_fixed,static,length,both,sharp,condition,3,0.07230355638837839,0.07674041395709756,0.027728076148218747
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,incremental,inc,context_fixed,static,length,first,blurred,condition,3,0.06358381782199564,0.07084869401839433,0.03372636127892241
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,incremental,inc,context_fixed,static,length,first,sharp,condition,3,0.1413883557960309,0.15609831732859675,0.13374322419715637
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,incremental,inc,context_fixed,static,length,second,blurred,condition,3,0.03790185688588296,0.04583965788571612,0.00882331027953262
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,incremental,inc,context_fixed,static,length,second,sharp,condition,3,0.0300740637089834,0.03358935610586739,0.029281934550919833
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,incremental,inc,context_fixed,static,order,both,blurred,condition,4,0.03652645312513538,0.043665631006580746,0.011324519427685462
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,incremental,inc,context_fixed,static,order,both,sharp,condition,4,0.04531066454546498,0.05383275290550409,0.02500807691444841
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,incremental,inc,context_fixed,static,order,first,blurred,condition,4,0.038280322524218785,0.04830570706648508,0.022691032278513955
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,incremental,inc,context_fixed,static,order,first,sharp,condition,4,0.1351029823026054,0.1703814289991787,0.17916273746743705
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,incremental,inc,context_fixed,static,order,second,blurred,condition,4,0.037008648458790865,0.046048508589564004,0.017225035248786033
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,incremental,inc,context_fixed,static,order,second,sharp,condition,4,0.03740054320683079,0.04899586338067665,0.06398659332934954
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,incremental,inc,context_fixed,static,overinformativeness,both,blurred,condition,3,0.022316420926462743,0.025797178730829,0.00447291744796716
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,incremental,inc,context_fixed,static,overinformativeness,both,sharp,condition,3,0.07230355638837839,0.07674041395709756,0.027728076148218754
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,incremental,inc,context_fixed,static,overinformativeness,first,blurred,condition,2,0.07427562801084236,0.07427562801084236,0.022064627378385618
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,incremental,inc,context_fixed,static,overinformativeness,first,sharp,condition,2,0.21208253369404634,0.21208253369404637,0.1319955107988989
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,incremental,inc,context_fixed,static,overinformativeness,second,blurred,condition,2,0.05540290009004456,0.05540290009004456,0.007448196665448853
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,incremental,inc,context_fixed,static,overinformativeness,second,sharp,condition,2,0.00966721747066071,0.00966721747066071,0.0002369039327299663
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,incremental,inc,context_fixed,static,selection,both,blurred,condition,4,0.03415744223327483,0.043418738857878676,0.05355764525079394
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,incremental,inc,context_fixed,static,selection,both,sharp,condition,4,0.0556563787560887,0.06526815870806181,0.11821891126890863
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,incremental,inc,context_fixed,static,selection,first,blurred,condition,4,0.03910137666249416,0.04693111531637427,0.02642451933129334
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,incremental,inc,context_fixed,static,selection,first,sharp,condition,4,0.0765947902640218,0.09763844764533192,0.09885047752541501
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,incremental,inc,context_fixed,static,selection,second,blurred,condition,4,0.06648420898584852,0.08146256370995482,0.08584496734819894
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,incremental,inc,context_fixed,static,selection,second,sharp,condition,4,0.0335433846240938,0.04139308187213843,0.06739998467149366
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_rec_fixedeps,global,glob,context_updating,rec,length,ALL,ALL,overall,18,0.055648368815714305,0.07919120872481575,0.03382929714922845
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_rec_fixedeps,global,glob,context_updating,rec,order,ALL,ALL,overall,24,0.06978835384401692,0.08685511174051401,0.09451502701623916
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_rec_fixedeps,global,glob,context_updating,rec,overinformativeness,ALL,ALL,overall,14,0.057838026446423815,0.08181465299987442,0.022727086974260232
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_rec_fixedeps,global,glob,context_updating,rec,selection,ALL,ALL,overall,24,0.047692539974456445,0.06131503003655934,0.06537259049907292
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,length,ALL,ALL,overall,18,0.055199512152510254,0.07877554839090542,0.03355859522418816
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,order,ALL,ALL,overall,24,0.06987477586866588,0.08678712185836797,0.09463845719098563
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,overinformativeness,ALL,ALL,overall,14,0.05727147233568016,0.08120408077198177,0.022334655238885906
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,selection,ALL,ALL,overall,24,0.04778782940724983,0.06103756705334998,0.06557414265111938
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,incremental,inc,context_updating,rec,length,ALL,ALL,overall,18,0.06140325591210253,0.08093401115630129,0.0397992496406181
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,incremental,inc,context_updating,rec,order,ALL,ALL,overall,24,0.05520439408987791,0.08250531454658076,0.0533501642898867
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,incremental,inc,context_updating,rec,overinformativeness,ALL,ALL,overall,14,0.07067697246799638,0.09534177498922952,0.03239946868970455
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,incremental,inc,context_updating,rec,selection,ALL,ALL,overall,24,0.050979687617273006,0.06619267869527494,0.07525492637645496
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,incremental,inc,context_fixed,static,length,ALL,ALL,overall,18,0.061261345254622346,0.08079843930051563,0.03962930398378617
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,incremental,inc,context_fixed,static,order,ALL,ALL,overall,24,0.054938269027174365,0.08234984828090076,0.05323299911103674
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,incremental,inc,context_fixed,static,overinformativeness,ALL,ALL,overall,14,0.07047974931969367,0.09523706120868627,0.03232437206194154
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,incremental,inc,context_fixed,static,selection,ALL,ALL,overall,24,0.05092293025430363,0.06611915000165793,0.07504941756601725
