model,architecture,architecture_short,semantics,semantics_short,summary_type,relevant_property,sharpness,category,empirical_proportion,model_proportion,signed_residual,abs_residual,n
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,selection,second,sharp,redundant_form,0.2817460317460315,0.21737160856513443,-0.06437442318089709,0.06437442318089709,504
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,selection,second,sharp,size_colour,0.0019841269841269008,0.0844267543808213,0.08244262739669439,0.08244262739669439,504
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,global,glob,context_fixed,static,selection,second,sharp,size_only,0.0,0.004156464591883174,0.004156464591883174,0.004156464591883174,504
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,incremental,inc,context_updating,rec,selection,both,blurred,colour_only,0.008833922261484103,0.0624958707173966,0.0536619484559125,0.0536619484559125,566
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,incremental,inc,context_updating,rec,selection,both,blurred,redundant_form,0.9134275618374558,0.8472164466463049,-0.06621111519115086,0.06621111519115086,566
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,incremental,inc,context_updating,rec,selection,both,blurred,size_colour,0.07773851590106004,0.07593581253418238,-0.001802703366877656,0.001802703366877656,566
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,incremental,inc,context_updating,rec,selection,both,blurred,size_only,0.0,0.014351870102116134,0.014351870102116134,0.014351870102116134,566
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,incremental,inc,context_updating,rec,selection,both,sharp,colour_only,0.0,0.051047182256792376,0.051047182256792376,0.051047182256792376,503
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,incremental,inc,context_updating,rec,selection,both,sharp,redundant_form,0.7912524850894632,0.8322807145384921,0.04102822944902884,0.04102822944902884,503
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,incremental,inc,context_updating,rec,selection,both,sharp,size_colour,0.20874751491053678,0.0974808369220624,-0.11126667798847438,0.11126667798847438,503
