model,order_planning_scale,summary_type,scope,n_cells,baseline_mae,candidate_mae,baseline_rmse,candidate_rmse,mae_gain,rmse_gain
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,1.5,utterance_cells,overall,90,0.020092637036224333,0.02049026991599357,0.03151024397678055,0.030793229344258693,-0.00039763287976923856,0.0007170146325218597
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,2.0,utterance_cells,overall,90,0.020092637036224333,0.020649376901338508,0.03151024397678055,0.03076498686169383,-0.0005567398651141753,0.000745257115086724
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,3.0,utterance_cells,overall,90,0.020092637036224333,0.020998750822483127,0.03151024397678055,0.03097165873771276,-0.0009061137862587942,0.000538585239067791
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,0.0,length,overall,18,0.039502452052348355,0.03950245205234836,0.04588785924320759,0.045887859243207596,-6.938893903907228e-18,-6.938893903907228e-18
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,0.0,order,overall,24,0.03982945187890358,0.03982945187890357,0.051965913962302546,0.05196591396230253,6.938893903907228e-18,1.3877787807814457e-17
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,0.0,overinformativeness,overall,14,0.04182394321886396,0.04182394321886396,0.04676975131958012,0.046769751319580125,0.0,-6.938893903907228e-18
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,0.0,selection,overall,24,0.037212362541251744,0.037212362541251744,0.05120728279035449,0.05120728279035449,0.0,0.0
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,0.25,length,overall,18,0.039502452052348355,0.03950245205234836,0.04588785924320759,0.045887859243207596,-6.938893903907228e-18,-6.938893903907228e-18
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,0.25,order,overall,24,0.03982945187890358,0.0392687054901575,0.051965913962302546,0.05130126637820799,0.0005607463887460779,0.0006646475840945548
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,0.25,overinformativeness,overall,14,0.04182394321886396,0.04182394321886397,0.04676975131958012,0.046769751319580145,-1.3877787807814457e-17,-2.7755575615628914e-17
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,0.25,selection,overall,24,0.037212362541251744,0.03721236254125174,0.05120728279035449,0.0512072827903545,6.938893903907228e-18,-6.938893903907228e-18
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,0.5,length,overall,18,0.039502452052348355,0.03950245205234836,0.04588785924320759,0.0458878592432076,-6.938893903907228e-18,-1.3877787807814457e-17
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,0.5,order,overall,24,0.03982945187890358,0.038750050188957996,0.051965913962302546,0.05069541045859312,0.0010794016899455805,0.0012705035037094276
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,0.5,overinformativeness,overall,14,0.04182394321886396,0.04182394321886397,0.04676975131958012,0.046769751319580145,-1.3877787807814457e-17,-2.7755575615628914e-17
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,0.5,selection,overall,24,0.037212362541251744,0.037212362541251744,0.05120728279035449,0.05120728279035449,0.0,0.0
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,0.75,length,overall,18,0.039502452052348355,0.03950245205234836,0.04588785924320759,0.045887859243207596,-6.938893903907228e-18,-6.938893903907228e-18
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,0.75,order,overall,24,0.03982945187890358,0.03831272571176687,0.051965913962302546,0.05014335991101567,0.0015167261671367102,0.0018225540512868746
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,0.75,overinformativeness,overall,14,0.04182394321886396,0.04182394321886395,0.04676975131958012,0.04676975131958012,6.938893903907228e-18,0.0
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,0.75,selection,overall,24,0.037212362541251744,0.03721236254125174,0.05120728279035449,0.05120728279035449,6.938893903907228e-18,0.0
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,1.0,length,overall,18,0.039502452052348355,0.03950245205234836,0.04588785924320759,0.04588785924320759,-6.938893903907228e-18,0.0
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,1.0,order,overall,24,0.03982945187890358,0.03781469322057831,0.051965913962302546,0.04964271919748546,0.0020147586583252677,0.0023231947648170853
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,1.0,overinformativeness,overall,14,0.04182394321886396,0.041823943218863964,0.04676975131958012,0.04676975131958013,-6.938893903907228e-18,-1.3877787807814457e-17
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,1.0,selection,overall,24,0.037212362541251744,0.037212362541251744,0.05120728279035449,0.05120728279035449,0.0,0.0
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,1.5,length,overall,18,0.039502452052348355,0.03950245205234835,0.04588785924320759,0.04588785924320759,6.938893903907228e-18,0.0
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,1.5,order,overall,24,0.03982945187890358,0.036672591615467716,0.051965913962302546,0.048794690626183426,0.003156860263435861,0.0031712233361191194
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,1.5,overinformativeness,overall,14,0.04182394321886396,0.04182394321886395,0.04676975131958012,0.046769751319580125,6.938893903907228e-18,-6.938893903907228e-18
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,1.5,selection,overall,24,0.037212362541251744,0.03721236254125174,0.05120728279035449,0.05120728279035449,6.938893903907228e-18,0.0
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,2.0,length,overall,18,0.039502452052348355,0.03950245205234835,0.04588785924320759,0.04588785924320758,6.938893903907228e-18,6.938893903907228e-18
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,2.0,order,overall,24,0.03982945187890358,0.03539265896816923,0.051965913962302546,0.04815763493355679,0.004436792910734344,0.0038082790287457535
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,2.0,overinformativeness,overall,14,0.04182394321886396,0.04182394321886395,0.04676975131958012,0.046769751319580125,6.938893903907228e-18,-6.938893903907228e-18
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,2.0,selection,overall,24,0.037212362541251744,0.03721236254125174,0.05120728279035449,0.05120728279035449,6.938893903907228e-18,0.0
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,3.0,length,overall,18,0.039502452052348355,0.03950245205234835,0.04588785924320759,0.04588785924320758,6.938893903907228e-18,6.938893903907228e-18
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,3.0,order,overall,24,0.03982945187890358,0.034404785691068904,0.051965913962302546,0.04753704884301071,0.005424666187834673,0.004428865119291837
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,3.0,overinformativeness,overall,14,0.04182394321886396,0.04182394321886395,0.04676975131958012,0.04676975131958011,6.938893903907228e-18,6.938893903907228e-18
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,3.0,selection,overall,24,0.037212362541251744,0.03721236254125174,0.05120728279035449,0.05120728279035449,6.938893903907228e-18,0.0
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,0.0,length,overall,18,0.039421182323391646,0.039421182323391646,0.04574802536520688,0.04574802536520688,0.0,0.0
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,0.0,order,overall,24,0.0397423450370366,0.0397423450370366,0.05185742924527757,0.051857429245277586,0.0,-1.3877787807814457e-17
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,0.0,overinformativeness,overall,14,0.04199433880661073,0.04199433880661073,0.046888707776527344,0.046888707776527344,0.0,0.0
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,0.0,selection,overall,24,0.037492629289360875,0.03749262928936087,0.05139765848243911,0.05139765848243911,6.938893903907228e-18,0.0
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,0.25,length,overall,18,0.039421182323391646,0.03942118232339166,0.04574802536520688,0.0457480253652069,-1.3877787807814457e-17,-1.3877787807814457e-17
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,0.25,order,overall,24,0.0397423450370366,0.039158434881047664,0.05185742924527757,0.05118566371541358,0.000583910155988937,0.0006717655298639907
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,0.25,overinformativeness,overall,14,0.04199433880661073,0.04199433880661073,0.046888707776527344,0.04688870777652737,0.0,-2.7755575615628914e-17
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,0.25,selection,overall,24,0.037492629289360875,0.03749262928936087,0.05139765848243911,0.05139765848243911,6.938893903907228e-18,0.0
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,0.5,length,overall,18,0.039421182323391646,0.039421182323391646,0.04574802536520688,0.04574802536520688,0.0,0.0
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,0.5,order,overall,24,0.0397423450370366,0.03862799553853678,0.05185742924527757,0.050575582959873806,0.0011143494984998184,0.0012818462854037663
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,0.5,overinformativeness,overall,14,0.04199433880661073,0.04199433880661074,0.046888707776527344,0.04688870777652736,-1.3877787807814457e-17,-1.3877787807814457e-17
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,0.5,selection,overall,24,0.037492629289360875,0.03749262928936088,0.05139765848243911,0.05139765848243912,-6.938893903907228e-18,-1.3877787807814457e-17
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,0.75,length,overall,18,0.039421182323391646,0.03942118232339162,0.04574802536520688,0.04574802536520687,2.7755575615628914e-17,1.3877787807814457e-17
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,0.75,order,overall,24,0.0397423450370366,0.03819534493053033,0.05185742924527757,0.05002197168630148,0.0015470001065062688,0.0018354575589760933
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,0.75,overinformativeness,overall,14,0.04199433880661073,0.041994338806610694,0.046888707776527344,0.04688870777652733,3.469446951953614e-17,1.3877787807814457e-17
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,0.75,selection,overall,24,0.037492629289360875,0.037492629289360875,0.05139765848243911,0.05139765848243911,0.0,0.0
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,1.0,length,overall,18,0.039421182323391646,0.03942118232339163,0.04574802536520688,0.04574802536520687,1.3877787807814457e-17,1.3877787807814457e-17
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,1.0,order,overall,24,0.0397423450370366,0.03770105718857663,0.05185742924527757,0.049522241125394904,0.0020412878484599717,0.0023351881198826682
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,1.0,overinformativeness,overall,14,0.04199433880661073,0.04199433880661071,0.046888707776527344,0.04688870777652733,2.0816681711721685e-17,1.3877787807814457e-17
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,1.0,selection,overall,24,0.037492629289360875,0.037492629289360875,0.05139765848243911,0.05139765848243911,0.0,0.0
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,1.5,length,overall,18,0.039421182323391646,0.03942118232339164,0.04574802536520688,0.04574802536520688,6.938893903907228e-18,0.0
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,1.5,order,overall,24,0.0397423450370366,0.036564449200997516,0.05185742924527757,0.04868273928320133,0.003177895836039085,0.0031746899620762395
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,1.5,overinformativeness,overall,14,0.04199433880661073,0.04199433880661073,0.046888707776527344,0.04688870777652736,0.0,-1.3877787807814457e-17
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,1.5,selection,overall,24,0.037492629289360875,0.03749262928936087,0.05139765848243911,0.05139765848243911,6.938893903907228e-18,0.0
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,2.0,length,overall,18,0.039421182323391646,0.039421182323391646,0.04574802536520688,0.0457480253652069,0.0,-1.3877787807814457e-17
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,2.0,order,overall,24,0.0397423450370366,0.03528914426212048,0.05185742924527757,0.048061844603047264,0.004453200774916122,0.0037955846422303083
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,2.0,overinformativeness,overall,14,0.04199433880661073,0.041994338806610736,0.046888707776527344,0.04688870777652737,-6.938893903907228e-18,-2.7755575615628914e-17
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,2.0,selection,overall,24,0.037492629289360875,0.03749262928936087,0.05139765848243911,0.051397658482439115,6.938893903907228e-18,-6.938893903907228e-18
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,3.0,length,overall,18,0.039421182323391646,0.03942118232339165,0.04574802536520688,0.04574802536520689,-6.938893903907228e-18,-6.938893903907228e-18
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,3.0,order,overall,24,0.0397423450370366,0.03447724021270789,0.05185742924527757,0.04748778278593075,0.005265104824328709,0.004369646459346822
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,3.0,overinformativeness,overall,14,0.04199433880661073,0.04199433880661073,0.046888707776527344,0.04688870777652736,0.0,-1.3877787807814457e-17
principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,3.0,selection,overall,24,0.037492629289360875,0.037492629289360875,0.05139765848243911,0.05139765848243912,0.0,-1.3877787807814457e-17
