semantics,summary_type,relevant_property,sharpness,category,model_global,model_proportion_global,signed_residual_global,abs_residual_global,empirical_proportion,model_incremental,model_proportion_incremental,signed_residual_incremental,abs_residual_incremental,global_minus_incremental_abs_residual
context_fixed,length,second,sharp,one_adjective,principled_salience_stop_regularized_2x2_glob_static,0.21506751347727265,-0.5210435976338388,0.5210435976338388,0.7361111111111114,principled_salience_stop_regularized_2x2_inc_static,0.40778437069405604,-0.32832674041705534,0.32832674041705534,0.19271685721678344
context_fixed,order,second,sharp,single_adjective,principled_salience_stop_regularized_2x2_glob_static,0.21506751347727265,-0.5210435976338388,0.5210435976338388,0.7361111111111114,principled_salience_stop_regularized_2x2_inc_static,0.40778437069405604,-0.32832674041705534,0.32832674041705534,0.19271685721678344
context_fixed,overinformativeness,second,sharp,minimal_length,principled_salience_stop_regularized_2x2_glob_static,0.21506751347727265,-0.5210435976338388,0.5210435976338388,0.7361111111111114,principled_salience_stop_regularized_2x2_inc_static,0.40778437069405604,-0.32832674041705534,0.32832674041705534,0.19271685721678344
context_fixed,overinformativeness,second,sharp,over_minimal_length,principled_salience_stop_regularized_2x2_glob_static,0.7849324865227273,0.5210435976338387,0.5210435976338387,0.2638888888888886,principled_salience_stop_regularized_2x2_inc_static,0.592215629305944,0.32832674041705534,0.32832674041705534,0.19271685721678333
context_updating,length,second,sharp,one_adjective,principled_salience_stop_regularized_2x2_glob_rec,0.21501194322774536,-0.5210991678833661,0.5210991678833661,0.7361111111111114,principled_salience_stop_regularized_2x2_inc_rec,0.407055214552981,-0.3290558965581304,0.3290558965581304,0.1920432713252357
context_updating,order,second,sharp,single_adjective,principled_salience_stop_regularized_2x2_glob_rec,0.21501194322774536,-0.5210991678833661,0.5210991678833661,0.7361111111111114,principled_salience_stop_regularized_2x2_inc_rec,0.407055214552981,-0.3290558965581304,0.3290558965581304,0.1920432713252357
context_updating,overinformativeness,second,sharp,minimal_length,principled_salience_stop_regularized_2x2_glob_rec,0.21501194322774536,-0.5210991678833661,0.5210991678833661,0.7361111111111114,principled_salience_stop_regularized_2x2_inc_rec,0.407055214552981,-0.3290558965581304,0.3290558965581304,0.1920432713252357
context_updating,overinformativeness,second,sharp,over_minimal_length,principled_salience_stop_regularized_2x2_glob_rec,0.7849880567722546,0.521099167883366,0.521099167883366,0.2638888888888886,principled_salience_stop_regularized_2x2_inc_rec,0.5929447854470191,0.3290558965581305,0.3290558965581305,0.19204327132523547
context_fixed,selection,second,sharp,colour_only,principled_salience_stop_regularized_2x2_glob_static,0.17405863072755648,-0.5422112105422852,0.5422112105422852,0.7162698412698416,principled_salience_stop_regularized_2x2_inc_static,0.35786038011501464,-0.35840946115482697,0.35840946115482697,0.1838017493874582
context_updating,selection,second,sharp,colour_only,principled_salience_stop_regularized_2x2_glob_rec,0.17407233287197277,-0.5421975083978688,0.5421975083978688,0.7162698412698416,principled_salience_stop_regularized_2x2_inc_rec,0.3570963370716657,-0.3591735041981759,0.3591735041981759,0.18302400419969295
