dataset,result_dir,model,model_family,alignment_class,architecture,semantics,evaluation_scope,primary_metric_name,primary_metric,delta_primary_from_result_best,ppc_r,ppc_r2,ppc_rmse,ppc_mae,diagnostics_ok,diagnostic_status,max_r_hat,n_divergent,n_parameters,speaker_type,mean_fold_elpd,se_fold_elpd,n_heldout,n_folds,rank,elpd_loo,p_loo,elpd_diff,elpd_loo_se,dse,loo_warning,n_points,n_r_hat_gt_1_01,n_r_hat_gt_1_05,min_ess_bulk,min_ess_tail,divergence_rate
slider,models/slider/results_anchored_mixture_pilot,planned_usefulness_mixture_anchored_static,planned_usefulness_anchored_mixture,slider_specific_extension,unspecified,context_fixed,full_sample,loo_elpd,-2764.3633728027344,-1.2566142082214355,0.9798025547789256,0.9600130463513094,0.0787990586031285,0.0710387936169893,True,pass,1.01,0.0,6.0,,,,,,6.0,-2764.3633728027344,64.88055372238159,1.2566142082214355,45.01831490226603,0.64557513810378,True,6.0,0.0,0.0,481.0,921.0,0.0
slider,models/slider/results_anchored_heldout_pilot,planned_usefulness_mixture,planned_usefulness_mixture,slider_specific_extension,unspecified,unspecified,heldout,heldout_elpd,-2765.5287475585938,-1.12896728515625,0.9792690985720856,0.958967967418185,0.0800526133412031,0.0723245651458691,True,warn,1.02,0.0,140.0,planned_usefulness_mixture,-553.1057495117187,10.758884400070585,3485.0,5.0,,,,,,,,6.0,,,,,
slider,models/slider/results_anchored_heldout_pilot,planned_usefulness_mixture_static,planned_usefulness_mixture,slider_specific_extension,unspecified,context_fixed,heldout,heldout_elpd,-2765.0987548828125,-0.698974609375,0.9799530392731952,0.9603079591807724,0.0798670667612503,0.0721313070192923,True,pass,1.01,0.0,140.0,planned_usefulness_mixture_static,-553.0197509765625,10.768570370827469,3485.0,5.0,,,,,,,,6.0,,,,,
slider,models/slider/results_anchored_mixture_pilot,planned_usefulness_mixture,planned_usefulness_mixture,slider_specific_extension,unspecified,unspecified,full_sample,loo_elpd,-2763.9817061424255,-0.8749475479125977,0.9792690985720856,0.958967967418185,0.0800526133412031,0.0723245651458691,True,pass,1.01,0.0,6.0,,,,,,4.0,-2763.9817061424255,64.80038261413574,0.8749475479125977,44.957628224382255,0.4706150901306746,True,6.0,0.0,0.0,612.0,529.0,0.0
slider,models/slider/results_anchored_mixture_pilot,planned_usefulness_mixture_static,planned_usefulness_mixture,slider_specific_extension,unspecified,context_fixed,full_sample,loo_elpd,-2763.5882563591003,-0.48149776458740234,0.9799530392731952,0.9603079591807724,0.0798670667612503,0.0721313070192923,False,fail,1.03,1.0,6.0,,,,,,2.0,-2763.5882563591003,64.52513027191162,0.4814977645874023,44.95224015438498,0.3782337900882774,True,6.0,1.0,0.0,342.0,628.0,0.0005
slider,models/slider/results_heldout_pilot,planned_usefulness_mixture,planned_usefulness_mixture,slider_specific_extension,unspecified,unspecified,heldout,heldout_elpd,-2765.5287475585938,-1.12896728515625,0.9792690985720856,0.958967967418185,0.0800526133412031,0.0723245651458691,True,warn,1.02,0.0,140.0,planned_usefulness_mixture,-553.1057495117187,10.758884400070585,3485.0,5.0,,,,,,,,6.0,,,,,
slider,models/slider/results_heldout_pilot,planned_usefulness_mixture_static,planned_usefulness_mixture,slider_specific_extension,unspecified,context_fixed,heldout,heldout_elpd,-2765.0987548828125,-0.698974609375,0.9799530392731952,0.9603079591807724,0.0798670667612503,0.0721313070192923,True,pass,1.01,0.0,140.0,planned_usefulness_mixture_static,-553.0197509765625,10.768570370827469,3485.0,5.0,,,,,,,,6.0,,,,,
slider,models/slider/results_speaker_ablation_pilot,planned_usefulness_mixture,planned_usefulness_mixture,slider_specific_extension,unspecified,unspecified,full_sample,loo_elpd,-2763.9817061424255,-0.8749475479125977,0.9792690985720856,0.958967967418185,0.0800526133412031,0.0723245651458691,True,pass,1.01,0.0,6.0,,,,,,4.0,-2763.9817061424255,64.80038261413574,0.8749475479125977,44.957628224382255,0.4706150901306746,True,6.0,0.0,0.0,612.0,529.0,0.0
slider,models/slider/results_speaker_ablation_pilot,planned_usefulness_mixture_static,planned_usefulness_mixture,slider_specific_extension,unspecified,context_fixed,full_sample,loo_elpd,-2763.5882563591003,-0.48149776458740234,0.9799530392731952,0.9603079591807724,0.0798670667612503,0.0721313070192923,False,fail,1.03,1.0,6.0,,,,,,2.0,-2763.5882563591003,64.52513027191162,0.4814977645874023,44.95224015438498,0.3782337900882774,True,6.0,1.0,0.0,342.0,628.0,0.0005
slider,models/slider/results_anchored_heldout_pilot,planned_usefulness_order,planned_usefulness_order,slider_specific_extension,unspecified,unspecified,heldout,heldout_elpd,-2765.2147216796875,-0.81494140625,0.9790927659858174,0.9586226444057586,0.079695978769361,0.0717970839078218,True,warn,1.02,0.0,139.0,planned_usefulness_order,-553.0429443359375,10.738427579357335,3485.0,5.0,,,,,,,,6.0,,,,,
slider,models/slider/results_anchored_heldout_pilot,planned_usefulness_order_static,planned_usefulness_order,slider_specific_extension,unspecified,context_fixed,heldout,heldout_elpd,-2764.3997802734375,0.0,0.9793019719446476,0.9590323522546754,0.0796311890041481,0.0716347605918835,False,fail,1.01,1.0,139.0,planned_usefulness_order_static,-552.8799560546875,10.74602011642549,3485.0,5.0,,,,,,,,6.0,,,,,
slider,models/slider/results_anchored_mixture_pilot,planned_usefulness_order,planned_usefulness_order,slider_specific_extension,unspecified,unspecified,full_sample,loo_elpd,-2764.0637078285217,-0.9569492340087891,0.9790927659858174,0.9586226444057586,0.079695978769361,0.0717970839078218,True,pass,1.01,0.0,5.0,,,,,,5.0,-2764.0637078285217,64.72179079055786,0.9569492340087892,44.924121605741874,0.2728225949473924,True,6.0,0.0,0.0,281.0,620.0,0.0
slider,models/slider/results_anchored_mixture_pilot,planned_usefulness_order_static,planned_usefulness_order,slider_specific_extension,unspecified,context_fixed,full_sample,loo_elpd,-2763.4085807800293,-0.3018221855163574,0.9793019719446476,0.9590323522546754,0.0796311890041481,0.0716347605918835,True,pass,1.01,0.0,5.0,,,,,,1.0,-2763.4085807800293,64.78146076202393,0.3018221855163574,44.944114879360264,0.1845350912943973,True,6.0,0.0,0.0,239.0,718.0,0.0
slider,models/slider/results_heldout_pilot,planned_usefulness_order,planned_usefulness_order,slider_specific_extension,unspecified,unspecified,heldout,heldout_elpd,-2765.2147216796875,-0.81494140625,0.9790927659858174,0.9586226444057586,0.079695978769361,0.0717970839078218,True,warn,1.02,0.0,139.0,planned_usefulness_order,-553.0429443359375,10.738427579357335,3485.0,5.0,,,,,,,,6.0,,,,,
slider,models/slider/results_heldout_pilot,planned_usefulness_order_static,planned_usefulness_order,slider_specific_extension,unspecified,context_fixed,heldout,heldout_elpd,-2764.3997802734375,0.0,0.9793019719446476,0.9590323522546754,0.0796311890041481,0.0716347605918835,False,fail,1.01,1.0,139.0,planned_usefulness_order_static,-552.8799560546875,10.74602011642549,3485.0,5.0,,,,,,,,6.0,,,,,
slider,models/slider/results_planned_usefulness_pilot,planned_usefulness_order,planned_usefulness_order,slider_specific_extension,unspecified,unspecified,full_sample,loo_elpd,-2764.0637078285217,-0.6551270484924316,0.9790927659858174,0.9586226444057586,0.079695978769361,0.0717970839078218,True,pass,1.01,0.0,5.0,,,,,,1.0,-2764.0637078285217,64.72179079055786,0.6551270484924316,44.924121605741874,0.2662799299338618,True,6.0,0.0,0.0,281.0,620.0,0.0
slider,models/slider/results_planned_usefulness_pilot,planned_usefulness_order_static,planned_usefulness_order,slider_specific_extension,unspecified,context_fixed,full_sample,loo_elpd,-2763.4085807800293,0.0,0.9793019719446476,0.9590323522546754,0.0796311890041481,0.0716347605918835,True,pass,1.01,0.0,5.0,,,,,,0.0,-2763.4085807800293,64.78146076202393,0.0,44.944114879360264,0.0,True,6.0,0.0,0.0,239.0,718.0,0.0
slider,models/slider/results_speaker_ablation_pilot,planned_usefulness_order,planned_usefulness_order,slider_specific_extension,unspecified,unspecified,full_sample,loo_elpd,-2764.0637078285217,-0.9569492340087891,0.9790927659858174,0.9586226444057586,0.079695978769361,0.0717970839078218,True,pass,1.01,0.0,5.0,,,,,,5.0,-2764.0637078285217,64.72179079055786,0.9569492340087892,44.924121605741874,0.2728225949473924,True,6.0,0.0,0.0,281.0,620.0,0.0
slider,models/slider/results_speaker_ablation_pilot,planned_usefulness_order_static,planned_usefulness_order,slider_specific_extension,unspecified,context_fixed,full_sample,loo_elpd,-2763.4085807800293,-0.3018221855163574,0.9793019719446476,0.9590323522546754,0.0796311890041481,0.0716347605918835,True,pass,1.01,0.0,5.0,,,,,,1.0,-2763.4085807800293,64.78146076202393,0.3018221855163574,44.944114879360264,0.1845350912943973,True,6.0,0.0,0.0,239.0,718.0,0.0
slider,models/slider/results_anchored_heldout_pilot,planned_usefulness_signed_order,planned_usefulness_signed_order,slider_specific_extension,unspecified,unspecified,heldout,heldout_elpd,-2765.1373291015625,-0.737548828125,0.9788319937882424,0.9581120720634656,0.0798888482059575,0.0719597747857362,False,fail,1.01,1.0,139.0,planned_usefulness_signed_order,-553.0274658203125,10.737746090127692,3485.0,5.0,,,,,,,,6.0,,,,,
slider,models/slider/results_anchored_heldout_pilot,planned_usefulness_signed_order_static,planned_usefulness_signed_order,slider_specific_extension,unspecified,context_fixed,heldout,heldout_elpd,-2764.4097290039062,-0.00994873046875,0.9792048391209524,0.9588421169578903,0.079803708833968,0.0717813383474936,True,pass,1.01,0.0,139.0,planned_usefulness_signed_order_static,-552.8819458007813,10.73821701067363,3485.0,5.0,,,,,,,,6.0,,,,,
slider,models/slider/results_anchored_mixture_pilot,planned_usefulness_signed_order,planned_usefulness_signed_order,slider_specific_extension,unspecified,unspecified,full_sample,loo_elpd,-2763.6395840644836,-0.5328254699707031,0.9788319937882424,0.9581120720634656,0.0798888482059575,0.0719597747857362,False,fail,1.01,1.0,5.0,,,,,,3.0,-2763.6395840644836,64.54290914535522,0.5328254699707031,44.93905618270583,0.2709100125959703,True,6.0,0.0,0.0,471.0,723.0,0.0005
slider,models/slider/results_anchored_mixture_pilot,planned_usefulness_signed_order_static,planned_usefulness_signed_order,slider_specific_extension,unspecified,context_fixed,full_sample,loo_elpd,-2763.106758594513,0.0,0.9792048391209524,0.9588421169578903,0.079803708833968,0.0717813383474936,False,fail,1.01,1.0,5.0,,,,,,0.0,-2763.106758594513,64.74837589263916,0.0,44.94805284321515,0.0,True,6.0,0.0,0.0,357.0,438.0,0.0005
slider,models/slider/results_heldout_pilot,planned_usefulness_signed_order,planned_usefulness_signed_order,slider_specific_extension,unspecified,unspecified,heldout,heldout_elpd,-2765.1373291015625,-0.737548828125,0.9788319937882424,0.9581120720634656,0.0798888482059575,0.0719597747857362,False,fail,1.01,1.0,139.0,planned_usefulness_signed_order,-553.0274658203125,10.737746090127692,3485.0,5.0,,,,,,,,6.0,,,,,
slider,models/slider/results_heldout_pilot,planned_usefulness_signed_order_static,planned_usefulness_signed_order,slider_specific_extension,unspecified,context_fixed,heldout,heldout_elpd,-2764.4097290039062,-0.00994873046875,0.9792048391209524,0.9588421169578903,0.079803708833968,0.0717813383474936,True,pass,1.01,0.0,139.0,planned_usefulness_signed_order_static,-552.8819458007813,10.73821701067363,3485.0,5.0,,,,,,,,6.0,,,,,
slider,models/slider/results_speaker_ablation_pilot,planned_usefulness_signed_order,planned_usefulness_signed_order,slider_specific_extension,unspecified,unspecified,full_sample,loo_elpd,-2763.6395840644836,-0.5328254699707031,0.9788319937882424,0.9581120720634656,0.0798888482059575,0.0719597747857362,False,fail,1.01,1.0,5.0,,,,,,3.0,-2763.6395840644836,64.54290914535522,0.5328254699707031,44.93905618270583,0.2709100125959703,True,6.0,0.0,0.0,471.0,723.0,0.0005
slider,models/slider/results_speaker_ablation_pilot,planned_usefulness_signed_order_static,planned_usefulness_signed_order,slider_specific_extension,unspecified,context_fixed,full_sample,loo_elpd,-2763.106758594513,0.0,0.9792048391209524,0.9588421169578903,0.079803708833968,0.0717813383474936,False,fail,1.01,1.0,5.0,,,,,,0.0,-2763.106758594513,64.74837589263916,0.0,44.94805284321515,0.0,True,6.0,0.0,0.0,357.0,438.0,0.0005
