dataset,path,filename,parsed_model,heldout_fold,n_folds,warmup,samples,chains,size_mb
production,models/production/inference_data/mcmc_results_principled_salience_stop_regularized_responsepolicy_2x2_inc_static_speaker_hier_dc_tm_warmup500_samples500_chains4.nc,mcmc_results_principled_salience_stop_regularized_responsepolicy_2x2_inc_static_speaker_hier_dc_tm_warmup500_samples500_chains4.nc,principled_salience_stop_regularized_responsepolicy_2x2_inc_static,,,500,500,4,28.198235511779785
production,models/production/inference_data/mcmc_results_principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_rec_fixedeps_speaker_hier_dc_tm_warmup500_samples500_chains4.nc,mcmc_results_principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_rec_fixedeps_speaker_hier_dc_tm_warmup500_samples500_chains4.nc,principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_rec_fixedeps,,,500,500,4,26.6586332321167
production,models/production/inference_data/mcmc_results_principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps_speaker_hier_dc_tm_warmup500_samples500_chains4.nc,mcmc_results_principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps_speaker_hier_dc_tm_warmup500_samples500_chains4.nc,principled_salience_stop_regularized_responsepolicy_boundedform_2x2_glob_static_fixedeps,,,500,500,4,24.983394622802734
production,models/production/inference_data/mcmc_results_principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps_speaker_hier_dc_tm_warmup4000_samples2000_chains4.nc,mcmc_results_principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps_speaker_hier_dc_tm_warmup4000_samples2000_chains4.nc,principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,,,4000,2000,4,108.72223091125488
production,models/production/inference_data/mcmc_results_principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps_speaker_hier_dc_tm_warmup500_samples500_chains4.nc,mcmc_results_principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps_speaker_hier_dc_tm_warmup500_samples500_chains4.nc,principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_rec_fixedeps,,,500,500,4,28.312387466430664
production,models/production/inference_data/mcmc_results_principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps_speaker_hier_dc_tm_warmup4000_samples2000_chains4.nc,mcmc_results_principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps_speaker_hier_dc_tm_warmup4000_samples2000_chains4.nc,principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,,,4000,2000,4,108.72344493865967
production,models/production/inference_data/mcmc_results_principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps_speaker_hier_dc_tm_warmup500_samples500_chains4.nc,mcmc_results_principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps_speaker_hier_dc_tm_warmup500_samples500_chains4.nc,principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,,,500,500,4,28.313071250915527
production,models/production/inference_data/mcmc_results_principled_salience_stop_regularized_responsepolicy_boundedform_sharpform_2x2_inc_rec_fixedeps_speaker_hier_dc_tm_warmup500_samples500_chains4.nc,mcmc_results_principled_salience_stop_regularized_responsepolicy_boundedform_sharpform_2x2_inc_rec_fixedeps_speaker_hier_dc_tm_warmup500_samples500_chains4.nc,principled_salience_stop_regularized_responsepolicy_boundedform_sharpform_2x2_inc_rec_fixedeps,,,500,500,4,28.32045841217041
production,models/production/inference_data/mcmc_results_principled_salience_stop_regularized_responsepolicy_boundedform_sharpform_2x2_inc_static_fixedeps_speaker_hier_dc_tm_warmup500_samples500_chains4.nc,mcmc_results_principled_salience_stop_regularized_responsepolicy_boundedform_sharpform_2x2_inc_static_fixedeps_speaker_hier_dc_tm_warmup500_samples500_chains4.nc,principled_salience_stop_regularized_responsepolicy_boundedform_sharpform_2x2_inc_static_fixedeps,,,500,500,4,28.322481155395508
production,models/production/inference_data/mcmc_results_principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_glob_rec_fixedeps_speaker_hier_dc_tm_warmup4000_samples2000_chains4.nc,mcmc_results_principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_glob_rec_fixedeps_speaker_hier_dc_tm_warmup4000_samples2000_chains4.nc,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_glob_rec_fixedeps,,,4000,2000,4,105.0564317703247
production,models/production/inference_data/mcmc_results_principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_glob_static_fixedeps_speaker_hier_dc_tm_warmup4000_samples2000_chains4.nc,mcmc_results_principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_glob_static_fixedeps_speaker_hier_dc_tm_warmup4000_samples2000_chains4.nc,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_glob_static_fixedeps,,,4000,2000,4,105.00069999694824
production,models/production/inference_data/mcmc_results_principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps_speaker_hier_dc_tm_warmup4000_samples2000_chains4.nc,mcmc_results_principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps_speaker_hier_dc_tm_warmup4000_samples2000_chains4.nc,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,,,4000,2000,4,108.4472541809082
production,models/production/inference_data/mcmc_results_principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps_speaker_hier_dc_tm_warmup500_samples500_chains4.nc,mcmc_results_principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps_speaker_hier_dc_tm_warmup500_samples500_chains4.nc,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_rec_fixedeps,,,500,500,4,28.26598072052002
production,models/production/inference_data/mcmc_results_principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps_speaker_hier_dc_tm_warmup4000_samples2000_chains4.nc,mcmc_results_principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps_speaker_hier_dc_tm_warmup4000_samples2000_chains4.nc,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,,,4000,2000,4,108.44952583312988
production,models/production/inference_data/mcmc_results_principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps_speaker_hier_dc_tm_warmup500_samples500_chains4.nc,mcmc_results_principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps_speaker_hier_dc_tm_warmup500_samples500_chains4.nc,principled_salience_stop_regularized_responsepolicy_boundedform_sizesharp_2x2_inc_static_fixedeps,,,500,500,4,28.264911651611328
production,models/production/inference_data/mcmc_results_principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_glob_rec_fixedeps_speaker_hier_dc_tm_warmup4000_samples2000_chains4.nc,mcmc_results_principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_glob_rec_fixedeps_speaker_hier_dc_tm_warmup4000_samples2000_chains4.nc,principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_glob_rec_fixedeps,,,4000,2000,4,108.86527919769287
production,models/production/inference_data/mcmc_results_principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_glob_static_fixedeps_speaker_hier_dc_tm_warmup4000_samples2000_chains4.nc,mcmc_results_principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_glob_static_fixedeps_speaker_hier_dc_tm_warmup4000_samples2000_chains4.nc,principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_glob_static_fixedeps,,,4000,2000,4,108.87634944915771
production,models/production/inference_data/mcmc_results_principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps_speaker_hier_dc_tm_warmup4000_samples2000_chains4.nc,mcmc_results_principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps_speaker_hier_dc_tm_warmup4000_samples2000_chains4.nc,principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,,,4000,2000,4,108.69021320343018
production,models/production/inference_data/mcmc_results_principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps_speaker_hier_dc_tm_warmup500_samples500_chains4.nc,mcmc_results_principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps_speaker_hier_dc_tm_warmup500_samples500_chains4.nc,principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_rec_fixedeps,,,500,500,4,28.311291694641113
production,models/production/inference_data/mcmc_results_principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps_speaker_hier_dc_tm_warmup4000_samples2000_chains4.nc,mcmc_results_principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps_speaker_hier_dc_tm_warmup4000_samples2000_chains4.nc,principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,,,4000,2000,4,108.67808532714844
production,models/production/inference_data/mcmc_results_principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps_speaker_hier_dc_tm_warmup500_samples500_chains4.nc,mcmc_results_principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps_speaker_hier_dc_tm_warmup500_samples500_chains4.nc,principled_salience_stop_regularized_responsepolicy_reliabilitybackup_2x2_inc_static_fixedeps,,,500,500,4,28.308095932006836
production,models/production/inference_data/mcmc_results_principled_salience_stop_regularized_responsepolicy_reliabilitybackup_orderplan_2x2_glob_rec_fixedeps_speaker_hier_dc_orderplan_warmup4000_samples2000_chains4.nc,mcmc_results_principled_salience_stop_regularized_responsepolicy_reliabilitybackup_orderplan_2x2_glob_rec_fixedeps_speaker_hier_dc_orderplan_warmup4000_samples2000_chains4.nc,principled_salience_stop_regularized_responsepolicy_reliabilitybackup_orderplan_2x2_glob_rec_fixedeps,,,4000,2000,4,109.46306133270264
production,models/production/inference_data/mcmc_results_principled_salience_stop_regularized_responsepolicy_reliabilitybackup_orderplan_2x2_glob_static_fixedeps_speaker_hier_dc_orderplan_warmup4000_samples2000_chains4.nc,mcmc_results_principled_salience_stop_regularized_responsepolicy_reliabilitybackup_orderplan_2x2_glob_static_fixedeps_speaker_hier_dc_orderplan_warmup4000_samples2000_chains4.nc,principled_salience_stop_regularized_responsepolicy_reliabilitybackup_orderplan_2x2_glob_static_fixedeps,,,4000,2000,4,109.45896816253662
production,models/production/inference_data/mcmc_results_principled_salience_stop_regularized_responsepolicy_reliabilitybackup_orderplan_2x2_inc_rec_fixedeps_speaker_hier_dc_orderplan_warmup4000_samples2000_chains4.nc,mcmc_results_principled_salience_stop_regularized_responsepolicy_reliabilitybackup_orderplan_2x2_inc_rec_fixedeps_speaker_hier_dc_orderplan_warmup4000_samples2000_chains4.nc,principled_salience_stop_regularized_responsepolicy_reliabilitybackup_orderplan_2x2_inc_rec_fixedeps,,,4000,2000,4,108.72740459442139
production,models/production/inference_data/mcmc_results_principled_salience_stop_regularized_responsepolicy_reliabilitybackup_orderplan_2x2_inc_static_fixedeps_speaker_hier_dc_orderplan_warmup4000_samples2000_chains4.nc,mcmc_results_principled_salience_stop_regularized_responsepolicy_reliabilitybackup_orderplan_2x2_inc_static_fixedeps_speaker_hier_dc_orderplan_warmup4000_samples2000_chains4.nc,principled_salience_stop_regularized_responsepolicy_reliabilitybackup_orderplan_2x2_inc_static_fixedeps,,,4000,2000,4,108.71864128112793
production,models/production/inference_data/mcmc_results_reported_best_speaker_hier_warmup5000_samples2000_chains4.nc,mcmc_results_reported_best_speaker_hier_warmup5000_samples2000_chains4.nc,reported_best,,,5000,2000,4,107.73174858093262
production,models/production/inference_data/mcmc_results_reported_lowcol_speaker_hier_warmup2000_samples1000_chains4.nc,mcmc_results_reported_lowcol_speaker_hier_warmup2000_samples1000_chains4.nc,reported_lowcol,,,2000,1000,4,54.45786666870117
production,models/production/inference_data/mcmc_results_reported_speaker_hier_dc_warmup2000_samples1000_chains4.nc,mcmc_results_reported_speaker_hier_dc_warmup2000_samples1000_chains4.nc,reported,,,2000,1000,4,53.891892433166504
production,models/production/inference_data/mcmc_results_reported_speaker_hier_warmup2000_samples1000_chains4.nc,mcmc_results_reported_speaker_hier_warmup2000_samples1000_chains4.nc,reported,,,2000,1000,4,160.41322422027588
production,models/production/inference_data/mcmc_results_v5_F2_fulldata_warmup2000_samples1000_chains4.nc,mcmc_results_v5_F2_fulldata_warmup2000_samples1000_chains4.nc,v5_F2_fulldata,,,2000,1000,4,158.76503658294678
production,models/production/inference_data/mcmc_results_v5_global_full_speaker_hier_dc_warmup2000_samples1000_chains4.nc,mcmc_results_v5_global_full_speaker_hier_dc_warmup2000_samples1000_chains4.nc,v5_global_full,,,2000,1000,4,50.1671142578125
production,models/production/inference_data/mcmc_results_v5_global_speaker_hier_dc_warmup2000_samples1000_chains4.nc,mcmc_results_v5_global_speaker_hier_dc_warmup2000_samples1000_chains4.nc,v5_global,,,2000,1000,4,49.48486518859863
production,models/production/inference_data/mcmc_results_v5_global_static_full_speaker_hier_dc_warmup2000_samples1000_chains4.nc,mcmc_results_v5_global_static_full_speaker_hier_dc_warmup2000_samples1000_chains4.nc,v5_global_static_full,,,2000,1000,4,50.248003005981445
production,models/production/inference_data/mcmc_results_v5_global_static_speaker_hier_dc_warmup2000_samples1000_chains4.nc,mcmc_results_v5_global_static_speaker_hier_dc_warmup2000_samples1000_chains4.nc,v5_global_static,,,2000,1000,4,49.28017807006836
production,models/production/inference_data/mcmc_results_v5_inc_static_speaker_hier_dc_warmup2000_samples1000_chains4.nc,mcmc_results_v5_inc_static_speaker_hier_dc_warmup2000_samples1000_chains4.nc,v5_inc_static,,,2000,1000,4,53.90132713317871
production,models/production/inference_data/mcmc_results_v5_no_lm_speaker_hier_dc_warmup2000_samples1000_chains4.nc,mcmc_results_v5_no_lm_speaker_hier_dc_warmup2000_samples1000_chains4.nc,v5_no_lm,,,2000,1000,4,52.062344551086426
production,models/production/inference_data/mcmc_results_v5_speaker_hier_dc_warmup2000_samples1000_chains4.nc,mcmc_results_v5_speaker_hier_dc_warmup2000_samples1000_chains4.nc,v5,,,2000,1000,4,53.87848091125488
production,models/production/inference_data/mcmc_results_v5_speaker_hier_warmup2000_samples1000_chains4.nc,mcmc_results_v5_speaker_hier_warmup2000_samples1000_chains4.nc,v5,,,2000,1000,4,158.8064785003662
production,models/production/inference_data/mcmc_results_v5a_speaker_hier_dc_warmup2000_samples1000_chains4.nc,mcmc_results_v5a_speaker_hier_dc_warmup2000_samples1000_chains4.nc,v5a,,,2000,1000,4,53.79979991912842
production,models/production/inference_data/mcmc_results_v5a_speaker_hier_warmup2000_samples1000_chains4.nc,mcmc_results_v5a_speaker_hier_warmup2000_samples1000_chains4.nc,v5a,,,2000,1000,4,160.43358421325684
production,models/production/inference_data/mcmc_results_v5b_speaker_hier_dc_warmup2000_samples1000_chains4.nc,mcmc_results_v5b_speaker_hier_dc_warmup2000_samples1000_chains4.nc,v5b,,,2000,1000,4,53.951223373413086
production,models/production/inference_data/mcmc_results_v5b_speaker_hier_warmup2000_samples1000_chains4.nc,mcmc_results_v5b_speaker_hier_warmup2000_samples1000_chains4.nc,v5b,,,2000,1000,4,144.30289936065674
