combination,relevant_property,sharpness,category,Fully incremental,Global,Plan-guided,architecture_spread,endpoint_difference,plan_guided_minus_endpoint_midpoint,summary_type
dimension_color,both,sharp,1,0.1456139705882352,0.172500525210084,0.1822274159663865,0.03661344537815131,-0.0268865546218488,0.02317016806722691,Response length
dimension_color,both,blurred,1,0.1334332096474954,0.1649067717996289,0.1699030612244898,0.03646985157699442,-0.03147356215213351,0.02073307050092768,Response length
color_form,second,blurred,D,0.2158157407407407,0.1799273148148148,0.1958759259259259,0.03588842592592589,0.03588842592592589,-0.0019956018518518526,Initial adjective
color_form,both,blurred,DFC,0.0189351851851851,0.0539708333333333,0.0300111111111111,0.035035648148148205,-0.035035648148148205,-0.006441898148148099,Exact response
dimension_color,first,blurred,F,0.0761370967741935,0.1108358633776091,0.1020009487666034,0.0346987666034156,-0.0346987666034156,0.008514468690702104,Exact response
dimension_form,first,blurred,FC,0.0174360465116279,0.0514835271317829,0.0261283914728682,0.034047480620155,-0.034047480620155,-0.008331395348837197,Exact response
dimension_form,second,blurred,CF,0.2535087962962963,0.2417421296296296,0.275374537037037,0.033632407407407416,0.011766666666666703,0.027749074074074065,Exact response
color_form,both,sharp,D,0.2694528301886792,0.2426561844863732,0.2362332285115304,0.033219601677148825,0.026796645702306027,-0.019821278825995825,Initial adjective
color_form,both,sharp,C,0.0483768343815513,0.0783480083857442,0.0813422431865828,0.0329654088050315,-0.0299711740041929,0.017979821802935045,Exact response
dimension_form,both,blurred,1,0.1153997175141242,0.1457448210922787,0.1480819209039548,0.032682203389830605,-0.03034510357815451,0.01750965160075335,Response length
color_form,both,blurred,D,0.3511124999999999,0.3237893518518518,0.318574537037037,0.03253796296296291,0.02732314814814807,-0.018876388888888873,Initial adjective
color_form,first,sharp,D,0.0760246331236897,0.1082783018867924,0.0874795597484276,0.03225366876310269,-0.03225366876310269,-0.004671907756813462,Initial adjective
color_form,second,blurred,F,0.6640597222222223,0.6961453703703703,0.6825814814814815,0.03208564814814796,-0.03208564814814796,0.0024789351851851604,Initial adjective
color_form,second,blurred,2,0.2897657407407407,0.2577115740740741,0.268375,0.032054166666666606,0.032054166666666606,-0.005363657407407407,Response length
color_form,first,sharp,C,0.8013422431865829,0.8333825995807128,0.8314889937106918,0.03204035639412994,-0.03204035639412994,0.014126572327043951,Exact response
dimension_color,both,blurred,FC,0.0469188311688311,0.07866280148423,0.054093228200371,0.03174397031539889,-0.03174397031539889,-0.008697588126159554,Exact response
dimension_form,second,sharp,FC,0.0311901260504201,0.0628860294117647,0.0409107142857142,0.031695903361344605,-0.031695903361344605,-0.006127363445378196,Exact response
dimension_form,both,sharp,CDF,0.046291928721174,0.0147405660377358,0.027214360587002,0.031551362683438194,0.031551362683438194,-0.0033018867924529023,Exact response
dimension_color,both,blurred,DF,0.2140120593692022,0.182580241187384,0.1832602040816326,0.0314318181818182,0.0314318181818182,-0.015035946196660516,Exact response
dimension_color,second,blurred,C,0.8541541666666667,0.8231731481481481,0.8465805555555556,0.030981018518518533,0.030981018518518533,0.007916898148148221,Initial adjective
