combination,relevant_property,sharpness,category,Fully incremental,Global,Plan-guided,architecture_spread,endpoint_difference,plan_guided_minus_endpoint_midpoint,summary_type
color_form,second,blurred,FD,0.0010861111111111,0.0010069444444444,0.000912037037037,0.00017407407407410002,7.916666666670001e-05,-0.00013449074074075,Exact response
dimension_color,second,sharp,FCD,0.0008087002096436,0.0006530398322851,0.0007154088050314,0.00015566037735849998,0.00015566037735849998,-1.546121593295005e-05,Exact response
dimension_color,first,sharp,CFD,0.0036236842105263,0.0036410526315789,0.0037668421052631,0.00014315789473680037,-1.736842105260015e-05,0.0001344736842105003,Exact response
color_form,second,sharp,CD,0.0004533542976939,0.0003118448637316,0.0003249475890985,0.00014150943396230002,0.00014150943396230002,-5.765199161425e-05,Exact response
dimension_color,second,blurred,FCD,0.0006412037037037,0.0005013888888888,0.0005597222222222,0.00013981481481490005,0.00013981481481490005,-1.1574074074050043e-05,Exact response
dimension_form,second,blurred,FD,0.0005361111111111,0.0006472222222222,0.0005101851851851,0.00013703703703709996,-0.00011111111111110003,-8.148148148154994e-05,Exact response
color_form,second,blurred,CD,0.000349537037037,0.0002606481481481,0.0002638888888888,8.88888888889e-05,8.88888888889e-05,-4.120370370374997e-05,Exact response
dimension_color,second,sharp,FD,0.0003343815513626,0.0003925576519916,0.0003149895178197,7.756813417190002e-05,-5.8176100628999985e-05,-4.8480083857400024e-05,Exact response
dimension_color,second,blurred,FD,0.0002717592592592,0.0003060185185185,0.0002648148148148,4.120370370370004e-05,-3.4259259259300035e-05,-2.4074074074050022e-05,Exact response
color_form,first,sharp,FD,0.00025,0.0002520964360587,0.0002154088050314,3.66876310273e-05,-2.0964360586999873e-06,-3.5639412997950036e-05,Exact response
color_form,first,blurred,FCD,0.0003874999999999,0.0004125,0.0003879629629629,2.5000000000099975e-05,-2.5000000000099975e-05,-1.2037037037049975e-05,Exact response
color_form,first,blurred,FD,0.0002305555555555,0.0002439814814814,0.0002189814814814,2.4999999999999984e-05,-1.3425925925899986e-05,-1.828703703704999e-05,Exact response
color_form,first,sharp,FCD,0.0004575471698113,0.000461215932914,0.0004407756813417,2.0440251572300034e-05,-3.6687631027000275e-06,-1.860587002095002e-05,Exact response
