semantics,rule,support,order,parameter_set,metric,mean,variance,groups,mcse,lower_mc95,upper_mc95
updating,terminal,four,neutral,fitted_constants,listener_advantage,3.49544550230967e-05,7.901444654571127e-08,24,1.1712295188659832e-05,1.199835645332343e-05,5.791055359286997e-05
updating,terminal,four,neutral,fitted_constants,speaker_size_first_given_set,0.49993781757028777,1.685369793573498e-07,24,1.7105523157606113e-05,0.49990429074489884,0.4999713443956767
updating,terminal,four,neutral,original_grid,listener_advantage,0.007262682295190518,1.7158405209512497e-05,24,0.00017259460574763457,0.006924396867925155,0.007600967722455882
updating,terminal,four,neutral,original_grid,speaker_size_first_given_set,0.5026903938941272,6.675713101071102e-06,24,0.00010765583908622677,0.5024793884495181,0.5029013993387362
updating,terminal,four,stable,fitted_constants,listener_advantage,2.4031027372445596e-05,5.8749215660317595e-08,24,1.0099265620674618e-05,4.236466755923345e-06,4.3825587988967846e-05
updating,terminal,four,stable,fitted_constants,speaker_size_first_given_set,0.993187657551899,1.2176490126665034e-10,24,4.5977972773098543e-07,0.9931867563836326,0.9931885587201653
updating,terminal,two,neutral,fitted_constants,listener_advantage,2.7656697564618804e-05,5.619282490491118e-08,24,9.877094090983311e-06,8.297593146291515e-06,4.701580198294609e-05
updating,terminal,two,neutral,fitted_constants,speaker_size_first_given_set,0.49993781757028777,1.685369793573499e-07,24,1.7105523157606116e-05,0.49990429074489884,0.4999713443956767
updating,terminal,two,neutral,original_grid,listener_advantage,0.011405131833168942,2.7164801359610352e-05,24,0.00021716609650575236,0.010979486284017667,0.011830777382320218
updating,terminal,two,neutral,original_grid,speaker_size_first_given_set,0.5026903938941273,6.675713101071102e-06,24,0.00010765583908622677,0.5024793884495182,0.5029013993387363
updating,terminal,two,stable,fitted_constants,listener_advantage,2.1360505607510096e-05,5.225101614895927e-08,24,9.524367154990103e-06,2.6927459837294945e-06,4.0028265231290696e-05
updating,terminal,two,stable,fitted_constants,speaker_size_first_given_set,0.993187657551899,1.2176490126664817e-10,24,4.597797277309813e-07,0.9931867563836326,0.9931885587201653
