parameter,participant_id,posterior_mean,posterior_q025,posterior_q975,participant_rank
"atop('Pragmatic optimality', alpha[i])",21,2.1476492839706864,1.4576614432329198,3.4621048175101614,106
"atop('Pragmatic optimality', alpha[i])",75,2.1901900516377197,1.230517074075955,3.5430999611191503,107
"atop('Pragmatic optimality', alpha[i])",110,2.406662786972972,1.399186421832631,3.922297197849962,108
"atop('Pragmatic optimality', alpha[i])",68,2.4542370274010517,1.2392122841767887,3.970650080354175,109
"atop('Pragmatic optimality', alpha[i])",71,2.5003403860329114,1.537750291513187,4.487596548305704,110
"atop('Pragmatic optimality', alpha[i])",47,3.1121201010364627,1.9408552744900245,4.2621265562163515,111
"atop('Pragmatic optimality', alpha[i])",80,3.266505155187602,1.568506290957845,5.489189150307182,112
"atop('Pragmatic optimality', alpha[i])",36,3.3128792680471206,1.8230662988832895,5.338923436477885,113
"atop('Successive-choice weight', kappa[i])",48,0.00797542127404979,1.8650915414203e-4,0.03215935515804444,1
"atop('Successive-choice weight', kappa[i])",31,0.00924247160261326,2.1726223937146e-4,0.03695846496952226,2
"atop('Successive-choice weight', kappa[i])",6,0.01960945079170733,3.7259777035698e-4,0.08023814821390576,3
"atop('Successive-choice weight', kappa[i])",5,0.0198064728512071,3.787158612633e-4,0.08560341584644193,4
"atop('Successive-choice weight', kappa[i])",83,0.04246436810781047,5.9088703569381e-4,0.1781037058924475,5
"atop('Successive-choice weight', kappa[i])",29,0.04338244573306739,5.3171850945295e-4,0.19579847295601951,6
"atop('Successive-choice weight', kappa[i])",26,0.0567694015127567,7.9427738756539e-4,0.23074356573863924,7
"atop('Successive-choice weight', kappa[i])",19,0.06478421131127331,9.3176841752035e-4,0.2537479974245557,8
"atop('Successive-choice weight', kappa[i])",69,0.06759554776175987,7.0243424067626e-4,0.2764682266494337,9
"atop('Successive-choice weight', kappa[i])",32,0.06889709359917795,0.00100401864463132,0.2813796420792645,10
"atop('Successive-choice weight', kappa[i])",42,0.07874303902022477,0.00104323334455475,0.33036099655116286,11
"atop('Successive-choice weight', kappa[i])",22,0.07907213947981867,9.8153333718143e-4,0.32416722947696514,12
"atop('Successive-choice weight', kappa[i])",84,0.08602263550377819,0.00108096149690965,0.3480425756837601,13
"atop('Successive-choice weight', kappa[i])",102,0.08754179468631619,0.0011612469309104,0.33139340584654503,14
"atop('Successive-choice weight', kappa[i])",64,0.08931107017874314,0.00110160254590988,0.3360185882759394,15
"atop('Successive-choice weight', kappa[i])",49,0.09600079473367414,0.00118640052917991,0.33544963175477743,16
"atop('Successive-choice weight', kappa[i])",78,0.1014995539297818,0.00123772464203768,0.35158418734157665,17
"atop('Successive-choice weight', kappa[i])",59,0.10369651832504206,0.00170469647138284,0.3573914028157817,18
"atop('Successive-choice weight', kappa[i])",40,0.10592266340506372,0.00137191423185656,0.374446625541741,19
"atop('Successive-choice weight', kappa[i])",105,0.11461127195242246,0.00140370651552386,0.38881480735046303,20
"atop('Successive-choice weight', kappa[i])",38,0.11751005894291786,0.00173438485148836,0.3774933140248298,21
"atop('Successive-choice weight', kappa[i])",106,0.1182244874811401,0.00113899461430933,0.4193896511612686,22
"atop('Successive-choice weight', kappa[i])",92,0.12207517077136094,0.00170354073504384,0.4044711665521004,23
"atop('Successive-choice weight', kappa[i])",88,0.12304410425870134,0.00160767611619499,0.3868567347217328,24
"atop('Successive-choice weight', kappa[i])",53,0.13297555594222965,0.00160160818141864,0.42057640147983194,25
"atop('Successive-choice weight', kappa[i])",66,0.14337522852336534,0.00195589957753302,0.4530224719469538,26
"atop('Successive-choice weight', kappa[i])",21,0.14908137882686756,0.0019793723839033,0.47658634637152536,27
"atop('Successive-choice weight', kappa[i])",72,0.1540144427801457,0.00207787462321547,0.4625966679904191,28
"atop('Successive-choice weight', kappa[i])",11,0.1577351598349147,0.0023114459726212,0.4612097877942402,29
"atop('Successive-choice weight', kappa[i])",56,0.17762005517561513,0.00321949585026353,0.48656611438799813,30
"atop('Successive-choice weight', kappa[i])",98,0.1862018292587717,0.00261671920712168,0.5147312771917573,31
"atop('Successive-choice weight', kappa[i])",1,0.18967037345200943,0.00208099456155873,0.5652979536742598,32
"atop('Successive-choice weight', kappa[i])",85,0.2077219140574371,0.00335690110693401,0.5601307464648566,33
"atop('Successive-choice weight', kappa[i])",34,0.20772311577085056,0.00289944315609147,0.5310129847237556,34
"atop('Successive-choice weight', kappa[i])",25,0.21523427162728495,0.00274819391245509,0.5372592845972907,35
"atop('Successive-choice weight', kappa[i])",62,0.2167199948929747,0.00399074695782295,0.5491638616418634,36
"atop('Successive-choice weight', kappa[i])",107,0.2187204621993457,0.00438935570899519,0.5810610907506435,37
"atop('Successive-choice weight', kappa[i])",41,0.2194305144557239,0.00348498414224327,0.6111368986958279,38
"atop('Successive-choice weight', kappa[i])",50,0.22250966125863644,0.00501554966331352,0.5867561703281525,39
"atop('Successive-choice weight', kappa[i])",89,0.2292481037167665,0.00498279728796823,0.6014915597382174,40
"atop('Successive-choice weight', kappa[i])",113,0.23208434349241067,0.0050640490657758,0.5913146197386154,41
"atop('Successive-choice weight', kappa[i])",51,0.23820580878906095,0.00393241097175735,0.6624825714774376,42
"atop('Successive-choice weight', kappa[i])",71,0.24430284006323053,0.00358678893208256,0.6273552079839966,43
"atop('Successive-choice weight', kappa[i])",54,0.24694340691818883,0.00406577940085263,0.6041446950200741,44
"atop('Successive-choice weight', kappa[i])",109,0.28595265423270166,0.00861641676677587,0.6023724628680754,45
"atop('Successive-choice weight', kappa[i])",12,0.2902779395374912,0.00996708540825684,0.6278738821097126,46
"atop('Successive-choice weight', kappa[i])",15,0.299696638401974,0.01047942862404127,0.6158084501137359,47
"atop('Successive-choice weight', kappa[i])",82,0.30794753117940066,0.00876535519437826,0.668566246893077,48
"atop('Successive-choice weight', kappa[i])",37,0.30984523189158697,0.00563254397256129,0.7129319005103345,49
"atop('Successive-choice weight', kappa[i])",13,0.3172358468472861,0.01240614983314105,0.6357643756563528,50
"atop('Successive-choice weight', kappa[i])",8,0.3252210222775162,0.01264435054559656,0.6437518923008037,51
"atop('Successive-choice weight', kappa[i])",28,0.3397682994513976,0.00732199759794573,0.6968333127421776,52
"atop('Successive-choice weight', kappa[i])",108,0.3403239500658284,0.02268363992675752,0.6354720571662924,53
"atop('Successive-choice weight', kappa[i])",2,0.34823975503481813,0.01774046158758887,0.6666556405594172,54
"atop('Successive-choice weight', kappa[i])",81,0.3779813922144742,0.01544863976645092,0.7420274028908324,55
"atop('Successive-choice weight', kappa[i])",27,0.39368084525752545,0.03884394695580989,0.7933063039550431,56
"atop('Successive-choice weight', kappa[i])",3,0.3946088033934847,0.02988970802345144,0.8300015865317367,57
"atop('Successive-choice weight', kappa[i])",43,0.40084513984775216,0.03449312733355372,0.7647187007284997,58
"atop('Successive-choice weight', kappa[i])",100,0.40259059217850546,0.01459933452749983,0.7985463411222662,59
"atop('Successive-choice weight', kappa[i])",110,0.4153842616596633,0.03034536334931571,0.7015634638820459,60
"atop('Successive-choice weight', kappa[i])",36,0.42665074002384257,0.02938015869635966,0.6941835422434289,61
"atop('Successive-choice weight', kappa[i])",77,0.4646659307062645,0.0757727620761089,0.8162251899961057,62
"atop('Successive-choice weight', kappa[i])",90,0.46808219606235296,0.08977034191278896,0.8228763887615423,63
"atop('Successive-choice weight', kappa[i])",80,0.4857303218077064,0.01894656456123614,0.7652100681832584,64
"atop('Successive-choice weight', kappa[i])",20,0.4858492516672119,0.04491001450352689,0.8923895142938052,65
"atop('Successive-choice weight', kappa[i])",75,0.5086749183878557,0.15965750907477008,0.7475779748545344,66
"atop('Successive-choice weight', kappa[i])",96,0.5224071170573488,0.16684792895873504,0.7808431358786088,67
"atop('Successive-choice weight', kappa[i])",35,0.5272928859797015,0.13959868726662514,0.9174069954993604,68
"atop('Successive-choice weight', kappa[i])",10,0.5530155589639256,0.1711204708062053,0.8699194281645474,69
"atop('Successive-choice weight', kappa[i])",24,0.5783314964425168,0.19500714361904375,0.8832734084642896,70
"atop('Successive-choice weight', kappa[i])",74,0.5844336557148132,0.19523367908441525,0.9301629718140356,71
"atop('Successive-choice weight', kappa[i])",79,0.5920233772950847,0.14908537279584233,0.9672125589049926,72
"atop('Successive-choice weight', kappa[i])",17,0.5943327728037606,0.2670673370062851,0.8175091891676537,73
"atop('Successive-choice weight', kappa[i])",65,0.6001795602989481,0.18279458758833603,0.8731040152132091,74
"atop('Successive-choice weight', kappa[i])",63,0.6255509847941231,0.17602075681689916,0.9889719119528644,75
"atop('Successive-choice weight', kappa[i])",86,0.6275055300546357,0.2986399897656704,0.8860591999727314,76
"atop('Successive-choice weight', kappa[i])",23,0.6824665640969808,0.2911685185877114,0.9655856764270436,77
"atop('Successive-choice weight', kappa[i])",68,0.6830186084895629,0.4169792962004373,0.8647872268641857,78
"atop('Successive-choice weight', kappa[i])",104,0.7172991335736076,0.30337046570409176,0.9913726261055288,79
"atop('Successive-choice weight', kappa[i])",111,0.7426214755803062,0.4133588996488096,0.976502361457822,80
"atop('Successive-choice weight', kappa[i])",101,0.752622204585217,0.3695906961820818,0.9923927972975636,81
"atop('Successive-choice weight', kappa[i])",33,0.765850033666125,0.3483622595236328,0.99277680390126255,82
"atop('Successive-choice weight', kappa[i])",93,0.7787643032744327,0.43023794555729816,0.9931589112586232,83
"atop('Successive-choice weight', kappa[i])",57,0.7955061997969753,0.4912079732679855,0.9583655956291276,84
"atop('Successive-choice weight', kappa[i])",91,0.8521298485933352,0.5718038574577684,0.9973390518022598,85
"atop('Successive-choice weight', kappa[i])",18,0.8532034800914645,0.6174277423325804,0.9955969939222952,86
"atop('Successive-choice weight', kappa[i])",73,0.8613692735106552,0.5489551354340957,0.997768847556494,87
"atop('Successive-choice weight', kappa[i])",14,0.8783626416409039,0.5878867641461718,0.9980938704833506,88
"atop('Successive-choice weight', kappa[i])",60,0.888887520496621,0.4954710428143325,0.998710036370935,89
"atop('Successive-choice weight', kappa[i])",30,0.8943796105339907,0.6952424064220534,0.9976564978106308,90
"atop('Successive-choice weight', kappa[i])",99,0.9090496999436136,0.7136576273004689,0.9969825168625852,91
"atop('Successive-choice weight', kappa[i])",70,0.920464335206088,0.6891099168005421,0.9986466943441163,92
"atop('Successive-choice weight', kappa[i])",58,0.9220712185017048,0.7003688787617804,0.9989659547146904,93
"atop('Successive-choice weight', kappa[i])",76,0.932184178154227,0.7313362109118273,0.99881819883923,94
"atop('Successive-choice weight', kappa[i])",9,0.93701725192766006,0.7578154358532565,0.9990864010309554,95
"atop('Successive-choice weight', kappa[i])",87,0.9395635177794508,0.7438594529629814,0.998995953493984,96
"atop('Successive-choice weight', kappa[i])",67,0.9435944313887952,0.7511891905637096,0.999195904108418,97
"atop('Successive-choice weight', kappa[i])",103,0.9446679994812308,0.7774406252137831,0.9990905984367348,98
"atop('Successive-choice weight', kappa[i])",52,0.9506783696865528,0.7956366640293564,0.9993727138927544,99
"atop('Successive-choice weight', kappa[i])",7,0.9518592908194804,0.8077257782235979,0.999232382139939,100
"atop('Successive-choice weight', kappa[i])",46,0.958488096890398,0.8260847234298786,0.9993196803416832,101
"atop('Successive-choice weight', kappa[i])",45,0.9624706602359928,0.8285232630989477,0.9994562167758296,102
"atop('Successive-choice weight', kappa[i])",44,0.9632467960741872,0.8420746234300032,0.999327797079017,103
"atop('Successive-choice weight', kappa[i])",55,0.9640295172527612,0.8371107057810793,0.9994476983749055,104
"atop('Successive-choice weight', kappa[i])",61,0.975458836980868,0.8792229158959342,0.999562275094121,105
"atop('Successive-choice weight', kappa[i])",94,0.976702971494922,0.8931272629102925,0.9994950835065936,106
"atop('Successive-choice weight', kappa[i])",112,0.9780862156333552,0.8936450344542395,0.9996003903775784,107
"atop('Successive-choice weight', kappa[i])",95,0.978837565123975,0.9035078540420622,0.9995411815106792,108
"atop('Successive-choice weight', kappa[i])",4,0.9817816086655548,0.9210353807417024,0.9996002130917472,109
"atop('Successive-choice weight', kappa[i])",97,0.9824627456264076,0.9208228757173716,0.9997373320409044,110
"atop('Successive-choice weight', kappa[i])",39,0.9826127310257592,0.9244567211208096,0.9995282912164976,111
"atop('Successive-choice weight', kappa[i])",16,0.987550350261731,0.9450656931467886,0.9997098605165986,112
"atop('Successive-choice weight', kappa[i])",47,0.9935908853386848,0.9757311807352932,0.99978972671573,113
"atop('Stable-order weight', beta[i])",113,0.7996534458257778,0.4951799754430567,1.1501532879973408,1
"atop('Stable-order weight', beta[i])",48,0.8197351931410537,0.5220271823438374,1.1551526829258496,2
"atop('Stable-order weight', beta[i])",88,1.0240692629030816,0.6480469176985818,1.483381946745131,3
"atop('Stable-order weight', beta[i])",47,1.058379113670027,0.6680134100409207,1.5079103066413464,4
"atop('Stable-order weight', beta[i])",27,1.1373814546713452,0.7439881915452684,1.5778532145815274,5
"atop('Stable-order weight', beta[i])",35,1.1674676199476848,0.7394560608128837,1.6596855252788127,6
"atop('Stable-order weight', beta[i])",16,1.375778980034396,0.9334076401733354,1.8494771247219024,7
"atop('Stable-order weight', beta[i])",11,1.428381782870605,0.9946648936115652,1.908638274741855,8
"atop('Stable-order weight', beta[i])",70,1.5521862584028976,1.085831723579446,2.047672566145924,9
"atop('Stable-order weight', beta[i])",80,1.726252934443379,1.1088605594171643,2.39963752890717,10
"atop('Stable-order weight', beta[i])",2,1.808647663789918,1.2428638169259805,2.4049205142844445,11
"atop('Stable-order weight', beta[i])",65,1.8119410974211512,1.289268507337425,2.3759702043897466,12
"atop('Stable-order weight', beta[i])",57,1.8649955279639832,1.3354511704212058,2.395703969925925,13
"atop('Stable-order weight', beta[i])",10,1.9199075057988348,1.394816794488756,2.4779572767663054,14
"atop('Stable-order weight', beta[i])",89,1.9227885840848575,1.4204026876365448,2.482237126259946,15
"atop('Stable-order weight', beta[i])",38,1.9349824180420383,1.460642637313398,2.4411723439975015,16
"atop('Stable-order weight', beta[i])",110,1.9768626738723083,1.3691894019973554,2.602866326797781,17
"atop('Stable-order weight', beta[i])",5,2.0199499557615006,1.4991103228519926,2.559129533485958,18
"atop('Stable-order weight', beta[i])",82,2.1626389897652674,1.55638489240692,2.824816834946407,19
"atop('Stable-order weight', beta[i])",100,2.216590935291189,1.6324005903178274,2.826784008666925,20
"atop('Stable-order weight', beta[i])",42,2.281637838220039,1.6706841284255507,2.9501605331861773,21
"atop('Stable-order weight', beta[i])",54,2.360045974281133,1.7329536628960458,2.9932512913944787,22
"atop('Stable-order weight', beta[i])",9,2.370464865094943,1.8611769536297535,2.8677636536592512,23
"atop('Stable-order weight', beta[i])",99,2.3727644783449655,1.7727988792281992,2.9478546152811007,24
"atop('Stable-order weight', beta[i])",29,2.3768439390153193,1.8259830766816196,2.9303479214180954,25
"atop('Stable-order weight', beta[i])",28,2.410950632816499,1.8355080420836944,3.0076702143729617,26
"atop('Stable-order weight', beta[i])",12,2.42522755258011,1.8411518524984327,3.0308496456140515,27
"atop('Stable-order weight', beta[i])",17,2.4252301129439187,1.8769847678835776,2.9889772223847384,28
"atop('Stable-order weight', beta[i])",19,2.4363347481684663,1.9745701119777617,2.921041250520367,29
"atop('Stable-order weight', beta[i])",1,2.4520089766744935,1.7630163266159982,3.190240595799664,30
"atop('Stable-order weight', beta[i])",91,2.4563040787137513,1.961913230104468,2.960727480617055,31
"atop('Stable-order weight', beta[i])",30,2.458426928480979,1.936438559199012,2.969808537172858,32
"atop('Stable-order weight', beta[i])",69,2.4836222720102152,1.904216945149006,3.091737414910153,33
"atop('Stable-order weight', beta[i])",37,2.506540460392217,1.8584200586750437,3.153267461467269,34
"atop('Stable-order weight', beta[i])",15,2.510795536741806,1.882790617311184,3.149248244409833,35
"atop('Stable-order weight', beta[i])",45,2.55762302448111,1.9629357386966888,3.156257493721317,36
"atop('Stable-order weight', beta[i])",23,2.574449596925746,2.042390877327773,3.1253035921849164,37
"atop('Stable-order weight', beta[i])",58,2.592534355147902,2.0720389628642155,3.1173341674449095,38
"atop('Stable-order weight', beta[i])",20,2.608978249701523,2.0311170264095115,3.1816256534841627,39
"atop('Stable-order weight', beta[i])",25,2.6113818201766077,1.975318957427785,3.25743808465363,40
"atop('Stable-order weight', beta[i])",3,2.650385745427337,2.05936047046426,3.247217426332858,41
"atop('Stable-order weight', beta[i])",22,2.6688335450125735,2.044283485695661,3.3105954092655008,42
"atop('Stable-order weight', beta[i])",68,2.6740208663267806,2.086805476315219,3.250930768931675,43
"atop('Stable-order weight', beta[i])",106,2.682485754541711,2.0327140224504623,3.341875857602059,44
"atop('Stable-order weight', beta[i])",32,2.6907487729023236,2.0598859322085152,3.3342119211096795,45
"atop('Stable-order weight', beta[i])",24,2.7054970401951404,2.156163527996172,3.2724454599035604,46
"atop('Stable-order weight', beta[i])",33,2.706195786843611,2.117674485955026,3.293265228096708,47
"atop('Stable-order weight', beta[i])",13,2.707448665289571,2.1225708078540206,3.3143534151179215,48
"atop('Stable-order weight', beta[i])",92,2.754759318777383,2.122987151695818,3.421013511543711,49
"atop('Stable-order weight', beta[i])",103,2.78538602587661,2.2856394063348904,3.2910636263404305,50
