model,combination,relevant_property,sharpness,summary_type,category,observed_proportion,predicted_mean,predicted_q025,predicted_q975,observation_count,posterior_predictive_draws
Plan-guided,color_form,both,sharp,Exact response,D,0.0041928721174004195,0.0038763102725366885,0.0,0.010482180293501049,477,4000
Plan-guided,color_form,both,sharp,Exact response,DC,0.014675052410901468,0.024465408805031445,0.012578616352201259,0.039832285115303984,477,4000
Plan-guided,color_form,both,sharp,Exact response,DCF,0.1090146750524109,0.09745387840670859,0.07337526205450734,0.12368972746331237,477,4000
Plan-guided,color_form,both,sharp,Exact response,DF,0.050314465408805034,0.07687683438155136,0.05450733752620545,0.10062893081761007,477,4000
Plan-guided,color_form,both,sharp,Exact response,DFC,0.023060796645702306,0.022012054507337522,0.010482180293501049,0.03563941299790356,477,4000
Plan-guided,color_form,both,sharp,Exact response,C,0.0020964360587002098,0.08034696016771488,0.05660377358490566,0.1069182389937107,477,4000
Plan-guided,color_form,both,sharp,Exact response,CD,0.0,0.0009365828092243187,0.0,0.0041928721174004195,477,4000
Plan-guided,color_form,both,sharp,Exact response,CDF,0.0020964360587002098,0.013322327044025159,0.0041928721174004195,0.025157232704402517,477,4000
Plan-guided,color_form,both,sharp,Exact response,CF,0.7253668763102725,0.4309449685534591,0.3857442348008386,0.4758909853249476,477,4000
Plan-guided,color_form,both,sharp,Exact response,CFD,0.0,0.014420335429769393,0.0041928721174004195,0.025157232704402517,477,4000
Plan-guided,color_form,both,sharp,Exact response,F,0.0041928721174004195,0.15996750524109016,0.1278825995807128,0.1949685534591195,477,4000
Plan-guided,color_form,both,sharp,Exact response,FD,0.0,0.0009056603773584906,0.0,0.0041928721174004195,477,4000
Plan-guided,color_form,both,sharp,Exact response,FDC,0.0,0.0021137316561844867,0.0,0.006289308176100629,477,4000
Plan-guided,color_form,both,sharp,Exact response,FC,0.0649895178197065,0.07015618448637316,0.04821802935010482,0.09433962264150944,477,4000
Plan-guided,color_form,both,sharp,Exact response,FCD,0.0,0.0022012578616352205,0.0,0.006289308176100629,477,4000
Plan-guided,color_form,both,sharp,Response length,1,0.010482180293501049,0.2441907756813417,0.20754716981132076,0.2830188679245283,477,4000
Plan-guided,color_form,both,sharp,Response length,2,0.8553459119496856,0.6042856394129978,0.559748427672956,0.6477987421383647,477,4000
Plan-guided,color_form,both,sharp,Response length,3,0.13417190775681342,0.1515235849056604,0.12159329140461216,0.18238993710691823,477,4000
Plan-guided,color_form,both,sharp,Initial adjective,D,0.20125786163522014,0.2246844863731656,0.1928721174004193,0.2578616352201258,477,4000
Plan-guided,color_form,both,sharp,Initial adjective,C,0.7295597484276729,0.5399711740041928,0.4947589098532495,0.5849056603773585,477,4000
Plan-guided,color_form,both,sharp,Initial adjective,F,0.06918238993710692,0.23534433962264148,0.1970649895178197,0.2746331236897275,477,4000
Plan-guided,color_form,first,blurred,Exact response,D,0.005555555555555556,0.0027259259259259263,0.0,0.007407407407407408,540,4000
Plan-guided,color_form,first,blurred,Exact response,DC,0.016666666666666666,0.07616342592592594,0.05555555555555555,0.09814814814814815,540,4000
Plan-guided,color_form,first,blurred,Exact response,DCF,0.05185185185185185,0.02802083333333333,0.014814814814814815,0.04259259259259259,540,4000
Plan-guided,color_form,first,blurred,Exact response,DF,0.007407407407407408,0.0047648148148148155,0.0,0.011111111111111112,540,4000
Plan-guided,color_form,first,blurred,Exact response,DFC,0.009259259259259259,0.002601851851851852,0.0,0.007407407407407408,540,4000
Plan-guided,color_form,first,blurred,Exact response,C,0.6314814814814815,0.7886152777777777,0.7537037037037037,0.8222222222222222,540,4000
Plan-guided,color_form,first,blurred,Exact response,CD,0.0,0.0023037037037037036,0.0,0.007407407407407408,540,4000
Plan-guided,color_form,first,blurred,Exact response,CDF,0.007407407407407408,0.005235185185185186,0.0,0.011111111111111112,540,4000
Plan-guided,color_form,first,blurred,Exact response,CF,0.2518518518518518,0.07751157407407408,0.05555555555555555,0.10185185185185185,540,4000
Plan-guided,color_form,first,blurred,Exact response,CFD,0.0,0.0026513888888888885,0.0,0.007407407407407408,540,4000
Plan-guided,color_form,first,blurred,Exact response,F,0.0,0.004181944444444446,0.0,0.011111111111111112,540,4000
Plan-guided,color_form,first,blurred,Exact response,FD,0.0,0.0002236111111111111,0.0,0.001851851851851852,540,4000
Plan-guided,color_form,first,blurred,Exact response,FDC,0.001851851851851852,0.0003578703703703704,0.0,0.001851851851851852,540,4000
Plan-guided,color_form,first,blurred,Exact response,FC,0.016666666666666666,0.00431712962962963,0.0,0.011111111111111112,540,4000
Plan-guided,color_form,first,blurred,Exact response,FCD,0.0,0.00032546296296296295,0.0,0.001851851851851852,540,4000
Plan-guided,color_form,first,blurred,Response length,1,0.6370370370370371,0.7955231481481481,0.7611111111111111,0.8277777777777777,540,4000
Plan-guided,color_form,first,blurred,Response length,2,0.29259259259259257,0.16528425925925924,0.13333333333333333,0.19814814814814816,540,4000
Plan-guided,color_form,first,blurred,Response length,3,0.07037037037037037,0.03919259259259259,0.024074074074074074,0.05740740740740741,540,4000
Plan-guided,color_form,first,blurred,Initial adjective,D,0.09074074074074075,0.11427685185185187,0.08888888888888889,0.14074074074074075,540,4000
Plan-guided,color_form,first,blurred,Initial adjective,C,0.8907407407407407,0.8763171296296296,0.85,0.9018518518518519,540,4000
Plan-guided,color_form,first,blurred,Initial adjective,F,0.018518518518518517,0.009406018518518518,0.001851851851851852,0.018518518518518517,540,4000
