candidate,baseline,semantics,sufficient_single_boost,reliability_form_boost,nonsufficient_colour_penalty,summary_type,conditions,relevant_property,sharpness,category,baseline_signed_residual,candidate_signed_residual,baseline_abs_residual,candidate_abs_residual,abs_residual_reduction
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,principled_salience_stop_regularized_2x2_inc_rec,context_updating,0.0,0.0,3.0,selection,brdc,both,sharp,colour_only,0.18999741971492767,0.01155572198331356,0.18999741971492767,0.01155572198331356,0.1784416977316141
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,principled_salience_stop_regularized_2x2_inc_rec,context_updating,0.0,0.0,3.0,selection,brdf,both,blurred,colour_only,0.14923502969485458,-0.001191624450267003,0.14923502969485458,0.001191624450267003,0.1480434052445876
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,principled_salience_stop_regularized_2x2_inc_rec,context_updating,0.0,0.0,3.0,selection,brdf,both,sharp,colour_only,0.01596544091663664,-0.0926540478590935,0.01596544091663664,0.0926540478590935,-0.07668860694245686
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,principled_salience_stop_regularized_2x2_inc_rec,context_updating,0.0,0.0,3.0,selection,zrdc,second,blurred,colour_only,-0.2347796768002619,-0.2347796768002619,0.2347796768002619,0.2347796768002619,0.0
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,principled_salience_stop_regularized_2x2_inc_rec,context_updating,0.0,0.0,3.0,selection,zrdc,second,sharp,colour_only,-0.3577248061460162,-0.3577248061460162,0.3577248061460162,0.3577248061460162,0.0
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,principled_salience_stop_regularized_2x2_inc_rec,context_updating,0.0,0.0,3.0,overinformativeness,zrdc,second,blurred,over_minimal_length,0.23269224198406968,0.23269224198406968,0.23269224198406968,0.23269224198406968,0.0
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,principled_salience_stop_regularized_2x2_inc_rec,context_updating,0.0,0.0,3.0,overinformativeness,zrdc,second,sharp,over_minimal_length,0.32736308044857454,0.32736308044857454,0.32736308044857454,0.32736308044857454,0.0
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,principled_salience_stop_regularized_2x2_inc_rec,context_updating,0.0,0.0,3.0,selection,erdc,first,blurred,size_only,0.00217596976765657,0.00881218700417543,0.00217596976765657,0.00881218700417543,-0.00663621723651886
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,principled_salience_stop_regularized_2x2_inc_rec,context_updating,0.0,0.0,3.0,selection,erdc,first,sharp,size_only,-0.19984038117753555,-0.195964991482368,0.19984038117753555,0.195964991482368,0.0038753896951675415
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,principled_salience_stop_regularized_2x2_inc_rec,context_updating,0.0,0.0,3.0,selection,erdc,first,blurred,size_colour,0.2041314938761267,0.23268222303166716,0.2041314938761267,0.23268222303166716,-0.028550729155540466
principled_salience_stop_regularized_responsepolicy_2x2_inc_rec,principled_salience_stop_regularized_2x2_inc_rec,context_updating,0.0,0.0,3.0,selection,erdc,first,sharp,size_colour,0.23925455051114358,0.25529278951337137,0.23925455051114358,0.25529278951337137,-0.016038239002227783
