base_d,base_c,base_f,lambda_scale,rho_scale,beta_scale,color_sem,stage,r,r2,mae,rmse,second_c_abs,second_c_signed,both_c_abs,both_c_signed,first_c_abs,balanced_loss
-0.3,1.0,0.5,1.0,1.0,1.1,0.65,promising_param_grid,0.7771810410492115,0.6040103705663361,0.045701232968624016,0.08089315721926642,0.26905862067216707,-0.26905862067216707,0.2504704483774862,0.2504704483774862,0.07676830402968808,0.4751870020801766
-0.3,1.0,0.5,0.85,1.0,1.1,0.65,promising_param_grid,0.7837644505737867,0.6142867139832298,0.045860039399579056,0.08089668601362646,0.30226880882257295,-0.30226880882257295,0.21227122479951002,0.21227122479951002,0.06540208383856698,0.48930110723595444
-0.3,1.0,0.5,0.85,1.15,1.0,0.65,promising_param_grid,0.7833129775231467,0.6135792207561777,0.04658244939485645,0.08104036785043807,0.2776363847064383,-0.2776363847064383,0.23349970215832808,0.23349970215832808,0.0745949696695654,0.4754266036360404
-0.3,1.0,0.5,1.0,0.85,1.1,0.7,promising_param_grid,0.7742105152143594,0.5994019218684837,0.046257408049557344,0.08105371770409496,0.2692620215224631,-0.2692620215224631,0.25791865223919963,0.25791865223919963,0.0705871105140297,0.4792750653461579
-0.3,0.7,0.5,1.0,1.0,1.0,0.59,base_grid,0.7980231669595186,0.6368409750040996,0.04554596474759394,0.08121375687788752,0.3412559238480933,-0.3412559238480933,0.18479476505791761,0.18479476505791761,0.06091246455369874,0.5148670632549396
-0.3,1.0,0.5,0.85,0.85,1.1,0.65,promising_param_grid,0.7821402168166004,0.6117433187619187,0.04577365834486413,0.08123018659058007,0.3150527236270316,-0.3150527236270316,0.20720017338072874,0.20720017338072874,0.06465390026031419,0.499882996907976
-0.3,1.0,0.5,0.85,1.0,1.0,0.65,promising_param_grid,0.7832059965234524,0.6134116329902941,0.046462547323222865,0.0812347550869919,0.29068329010480715,-0.29068329010480715,0.22812413805996992,0.22812413805996992,0.0737674690729229,0.485980114221784
-0.3,1.0,0.5,1.0,0.85,1.1,0.65,promising_param_grid,0.7747695250024534,0.6002678168725273,0.04610378819669036,0.08131878257757037,0.28353539679521395,-0.28353539679521395,0.24420071774994948,0.24420071774994948,0.07584938667176648,0.48695453824775903
-0.3,1.0,0.5,0.85,1.15,0.9,0.7,promising_param_grid,0.7772591324035095,0.6041317589046563,0.047209759322048156,0.08136678914614888,0.24918027792447878,-0.24918027792447878,0.2633360587981901,0.2633360587981901,0.07755914404450341,0.4622150964697227
-0.3,1.0,0.5,0.85,0.85,1.0,0.65,promising_param_grid,0.7819960704051859,0.6115178541291525,0.046426854303599885,0.08155207505507929,0.3038609829949744,-0.3038609829949744,0.22268567616021254,0.22268567616021254,0.07293134442923947,0.4967558961301599
-0.3,1.0,0.5,0.85,1.0,0.9,0.7,promising_param_grid,0.7771989894916862,0.6040382692668982,0.047156244752425476,0.08156442323146991,0.26350476418012453,-0.26350476418012453,0.2571548112658224,0.2571548112658224,0.07671893834529801,0.4736465930445056
-0.3,1.0,0.5,1.0,1.15,1.1,0.59,promising_param_grid,0.7756537018103192,0.6016386651320517,0.045613557004715914,0.08160537509747776,0.2785205153035529,-0.2785205153035529,0.23778340602194883,0.23778340602194883,0.08316887244044228,0.479017593412005
-0.3,1.0,0.5,1.0,1.0,1.1,0.59,promising_param_grid,0.7746755156414865,0.600122154534403,0.04582385766197713,0.08185497887208157,0.29172254178994966,-0.29172254178994966,0.2321578153399191,0.2321578153399191,0.0821791894680111,0.48965642833199075
-0.3,1.0,0.5,0.85,0.85,0.9,0.7,promising_param_grid,0.7760706277868086,0.6022856193134112,0.04754409888656999,0.08189242546243328,0.27794853423112703,-0.27794853423112703,0.25090705240046596,0.25090705240046596,0.07586966901479646,0.4852944858937933
-0.3,1.0,0.5,1.0,1.15,1.0,0.7,promising_param_grid,0.7675232961695984,0.589092010163045,0.04633958634862685,0.08191789367892877,0.2305574921178229,-0.2305574921178229,0.2866852098134718,0.2866852098134718,0.08100249319730683,0.45581799070348755
