candidate,baseline,semantics,sufficient_form_pair_boost,three_word_penalty,relevant_property,sharpness,utterance_label,baseline_signed_residual,candidate_signed_residual,baseline_abs_residual,candidate_abs_residual,abs_residual_reduction
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.25,first,sharp,DCF,0.17508699611363657,0.11362698252042433,0.17508699611363657,0.11362698252042433,0.06146001359321224
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.25,second,sharp,CF,-0.16475140185110151,-0.14549461577949382,0.16475140185110151,0.14549461577949382,0.01925678607160769
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.25,first,sharp,D,-0.14547018650399735,-0.13615808019514958,0.14547018650399735,0.13615808019514958,0.009312106308847767
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.25,both,sharp,DC,-0.1218941247546175,-0.11123520935571898,0.1218941247546175,0.11123520935571898,0.010658915398898516
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.25,second,blurred,C,0.09537423550557,0.09524799435067222,0.09537423550557,0.09524799435067222,0.0001262411548977882
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.25,both,blurred,CF,-0.07827280940942122,-0.05457853320481246,0.07827280940942122,0.05457853320481246,0.02369427620460876
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.25,first,sharp,DFC,0.07494899695850463,0.058992667603993625,0.07494899695850463,0.058992667603993625,0.015956329354511002
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.25,both,sharp,CF,-0.07199112943579142,-0.053681132825539324,0.07199112943579142,0.053681132825539324,0.018309996610252094
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.25,second,sharp,DCF,0.07146556663607795,0.05573704262774487,0.07146556663607795,0.05573704262774487,0.015728524008333078
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.25,first,sharp,F,-0.0710161670567505,-0.0688386726335026,0.0710161670567505,0.0688386726335026,0.002177494423247897
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.5,first,blurred,DF,-0.21774232360645324,-0.14284748529240415,0.21774232360645324,0.14284748529240415,0.07489483831404908
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.5,second,blurred,CF,-0.18396817058377374,-0.15970632361365433,0.18396817058377374,0.15970632361365433,0.024261846970119405
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.5,first,sharp,DCF,0.17508699611363657,0.07075384735778403,0.17508699611363657,0.07075384735778403,0.10433314875585253
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.5,second,sharp,CF,-0.16475140185110151,-0.1435291854374895,0.16475140185110151,0.1435291854374895,0.02122221641361202
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.5,first,sharp,D,-0.14547018650399735,-0.12144592574616347,0.14547018650399735,0.12144592574616347,0.02402426075783387
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.5,both,sharp,DC,-0.1218941247546175,-0.1005568584226044,0.1218941247546175,0.1005568584226044,0.021337266332013105
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.5,second,blurred,C,0.09537423550557,0.1091531624720744,0.09537423550557,0.1091531624720744,-0.013778926966504401
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.5,both,blurred,CF,-0.07827280940942122,-0.03160629429773479,0.07827280940942122,0.03160629429773479,0.04666651511168643
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.5,first,sharp,DFC,0.07494899695850463,0.04798548651915952,0.07494899695850463,0.04798548651915952,0.026963510439345105
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.5,both,sharp,CF,-0.07199112943579142,-0.035407808664853324,0.07199112943579142,0.035407808664853324,0.036583320770938094
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.5,second,sharp,DCF,0.07146556663607795,0.0440263977477026,0.07146556663607795,0.0440263977477026,0.027439168888375345
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.5,first,sharp,F,-0.0710161670567505,-0.06527928424090443,0.0710161670567505,0.06527928424090443,0.00573688281584607
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.75,first,blurred,DF,-0.21774232360645324,-0.12424376988352248,0.21774232360645324,0.12424376988352248,0.09349855372293076
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.75,second,blurred,CF,-0.18396817058377374,-0.1581465364441076,0.18396817058377374,0.1581465364441076,0.02582163413966615
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.75,first,sharp,DCF,0.17508699611363657,0.030142943750354673,0.17508699611363657,0.030142943750354673,0.1449440523632819
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.75,second,sharp,CF,-0.16475140185110151,-0.14193385498849043,0.16475140185110151,0.14193385498849043,0.022817546862611088
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.75,first,sharp,D,-0.14547018650399735,-0.10750183291684265,0.14547018650399735,0.10750183291684265,0.037968353587154696
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.75,both,sharp,DC,-0.1218941247546175,-0.09018068228099783,0.1218941247546175,0.09018068228099783,0.031713442473619666
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.75,second,blurred,C,0.09537423550557,0.12035977846694701,0.09537423550557,0.12035977846694701,-0.024985542961377005
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.75,both,blurred,CF,-0.07827280940942122,-0.009982787217400313,0.07827280940942122,0.009982787217400313,0.0682900221920209
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.75,first,sharp,DFC,0.07494899695850463,0.03759638184221853,0.07494899695850463,0.03759638184221853,0.0373526151162861
principled_salience_stop_regularized_responsepolicy_boundedform_2x2_inc_static_fixedeps,principled_salience_stop_regularized_responsepolicy_2x2_inc_static_fixedeps,context_fixed,0.25,0.75,both,sharp,CF,-0.07199112943579142,-0.0177176744812432,0.07199112943579142,0.0177176744812432,0.05427345495454822
