bias,color_semvalue,gamma,k,sigma,steepness,wf
0.3441719,0.9401811,3.3641102,0.26513827,0.099991895,0.3961363,0.92287046
0.26215926,0.9391681,3.6854448,0.30728334,0.09999865,0.37540647,0.9075601
0.28282654,0.93929267,3.5610256,0.30252898,0.09999535,0.40296462,0.91428065
0.3012451,0.9398012,3.3455703,0.25538984,0.09999814,0.72318065,0.9015653
0.3147591,0.94023484,3.2984436,0.27039152,0.09999651,0.941805,0.89175355
0.28443214,0.93959254,3.382431,0.3078957,0.09999802,0.5393198,0.9186744
0.2607903,0.93977547,3.6005619,0.30881655,0.09999906,0.3831559,0.91919535
0.26197743,0.93965924,3.449674,0.36451313,0.09999931,0.5516095,0.91451067
0.2826339,0.9396961,3.3414426,0.28709614,0.09999754,0.97477674,0.9025553
0.27065971,0.9400455,3.4856381,0.30648044,0.099998035,0.5195814,0.8984099
0.2874298,0.9402398,3.310983,0.33754343,0.09999821,0.6315878,0.9004689
0.31151247,0.9403994,3.1599677,0.37260592,0.09999626,0.82925916,0.91073895
0.29779872,0.9405582,3.2828636,0.34079197,0.09999595,1.1585987,0.8962222
0.25485504,0.9398879,3.4201987,0.28277346,0.09999702,1.1200849,0.8901769
0.26224232,0.9398133,3.476682,0.32731736,0.099992454,0.715114,0.8941583
0.33041105,0.939639,3.237392,0.29147434,0.09999938,0.68103147,0.9245861
0.27120787,0.9400975,3.3339117,0.3865049,0.09999355,0.8950155,0.9036604
0.2945454,0.93937284,3.4448361,0.2883214,0.09999994,0.43102825,0.9300573
0.27257425,0.94000643,3.5065064,0.3860681,0.099999025,0.3533058,0.92428875
0.2651298,0.939247,3.6390638,0.25075155,0.09999388,0.45626003,0.9057515
0.29418743,0.9395973,3.362194,0.29310742,0.09999595,0.6404879,0.8967642
0.31761125,0.9403938,3.2227073,0.33156508,0.09999906,0.94693685,0.9139009
0.31208178,0.9392394,3.1679287,0.36848876,0.09999757,1.0444854,0.9387646
0.3057136,0.93933463,3.384117,0.32635042,0.09999963,0.4601583,0.9370307
0.30858484,0.93982065,3.319457,0.32652763,0.099998765,0.5835621,0.91511637
0.3062901,0.93975425,3.340517,0.30255336,0.099998824,0.5386604,0.9136629
0.30640826,0.9398769,3.313781,0.3193231,0.09999889,0.5597115,0.91448504
0.30669853,0.9403361,3.1414843,0.40273646,0.0999999,0.6572664,0.9299622
0.30586982,0.9404919,3.2187138,0.3698778,0.099999964,0.7091367,0.91387117
0.3015634,0.9394875,3.513468,0.23840961,0.099999845,0.46428275,0.90767056
0.26644516,0.9399016,3.307502,0.4008092,0.0999918,0.7079605,0.9138589
0.27401462,0.939762,3.5077882,0.2646653,0.09999937,0.578437,0.8999403
0.29987806,0.94004256,3.2237153,0.38708138,0.09999277,0.70903367,0.92033726
0.28423697,0.9396132,3.5155113,0.22502187,0.099999525,0.52017754,0.8968531
0.27768832,0.93991005,3.5119617,0.20665342,0.09999956,0.59643227,0.87661844
0.28613433,0.9392612,3.3963459,0.41420466,0.099999405,0.42207313,0.942416
0.29599455,0.94001424,3.5220575,0.18298064,0.09999341,0.5647598,0.8851001
0.28052905,0.9399945,3.46965,0.25642022,0.09999931,0.5247661,0.89657867
0.28943294,0.9395381,3.4028099,0.3272999,0.099996746,0.51734585,0.9159003
0.2710384,0.9399519,3.453043,0.2653889,0.09999939,0.6031434,0.89366156
0.2838767,0.9400453,3.3337836,0.38533196,0.09998703,0.5760805,0.91887146
0.2978175,0.9400703,3.3409603,0.3525261,0.099997975,0.41784424,0.9265558
0.26240057,0.9398762,3.5158756,0.2430578,0.09999633,0.74968326,0.8812437
0.28108406,0.9401664,3.2784896,0.42180303,0.09999555,0.8073778,0.90693235
0.27106217,0.93985116,3.4039502,0.31412765,0.09999782,0.68692315,0.91055244
0.31814122,0.9397845,3.2287219,0.31990626,0.09999845,0.7003529,0.9166211
0.32657194,0.9399833,3.2703376,0.32642618,0.099994384,0.62549263,0.91308385
0.3256641,0.94012785,3.3163269,0.26721212,0.099997,0.69077873,0.8896965
0.28327787,0.9399825,3.3258004,0.40455204,0.09999981,0.49776947,0.9391299
0.29004297,0.9399705,3.3047009,0.40354928,0.09999976,0.48110202,0.9377805
0.32557535,0.9405714,3.3600945,0.33933714,0.09999962,0.35665455,0.927115
0.3244323,0.94057024,3.3544643,0.34891084,0.09999955,0.35266912,0.9318901
0.2986228,0.93982095,3.4444978,0.27490038,0.099999964,0.4495455,0.90975124
0.27729267,0.93958247,3.4616392,0.21365409,0.09998857,0.78307647,0.88749874
0.2812247,0.9398463,3.45814,0.21165869,0.09998839,0.7547261,0.884288
0.29785457,0.9398215,3.3083103,0.346738,0.09999987,1.016864,0.91798306
0.31654453,0.93998134,3.249083,0.33052713,0.09999913,1.0107036,0.9101207
0.2898218,0.9397738,3.4037127,0.21012482,0.09999442,0.91082066,0.89147437
0.30878222,0.9398023,3.3817158,0.18690534,0.09999819,0.9202324,0.88163453
0.28419042,0.93955415,3.3727772,0.26864856,0.099996306,1.3644425,0.9035019
0.29199842,0.9400655,3.2332957,0.3672463,0.09999678,1.0051495,0.9058461
0.29360425,0.93960285,3.3676443,0.22993071,0.09999839,1.7227592,0.89312094
0.2912882,0.94005823,3.2276416,0.4118627,0.099997126,0.7958472,0.9176936
0.30678356,0.9399874,3.2229786,0.34376007,0.099998,0.7822286,0.9198319
0.28986317,0.9398962,3.3923144,0.2903108,0.09999716,0.7046523,0.8990069
0.27849376,0.9398755,3.4190023,0.35697037,0.0999964,0.62293077,0.9103777
0.2858094,0.93992233,3.3730893,0.22676316,0.0999985,0.8284538,0.89066905
0.2950211,0.9399956,3.3371272,0.3317537,0.09999812,0.54892987,0.9348925
0.2961835,0.94017977,3.4039426,0.31015515,0.09999694,0.49123764,0.8938507
0.29544488,0.94021887,3.3663664,0.34308645,0.099998295,0.58183587,0.9014081
0.3342433,0.9397643,3.0875607,0.39493573,0.09999978,0.68616873,0.9359898
0.24547806,0.93959093,3.4886923,0.383988,0.09999988,0.5215234,0.92845607
0.27390632,0.9397679,3.525801,0.28487185,0.09999996,0.4118816,0.9084188
0.31052548,0.94018066,3.2089043,0.34557092,0.09999939,0.91432834,0.91144764
0.33588797,0.9397638,3.2306855,0.300514,0.09999988,0.7287234,0.9212657
0.28934145,0.9405314,3.2577763,0.31711724,0.099986576,1.5495558,0.886119
0.30287606,0.94024813,3.2376075,0.33362722,0.099994116,1.2750607,0.9004496
0.28174666,0.9391805,3.4673345,0.24209289,0.0999995,0.5554582,0.91342634
0.30045158,0.93925995,3.385268,0.29831734,0.0999995,0.59003925,0.92348856
0.33084738,0.9397665,3.1208768,0.40846914,0.09998985,0.67818415,0.9386036
0.2946758,0.9405484,3.2910638,0.33190903,0.09999923,0.74802446,0.8986859
0.30722705,0.94027793,3.2942164,0.27098918,0.09999519,0.8418621,0.89614797
0.2777804,0.93965685,3.381207,0.3363366,0.0999996,0.6626755,0.9117093
0.31262058,0.9397411,3.2911925,0.27923912,0.099997714,1.5019579,0.90906596
0.2798124,0.9398862,3.4675536,0.24507147,0.099999204,0.46070334,0.8988295
0.29432562,0.939816,3.3722177,0.26812416,0.099998616,0.73276174,0.90520316
0.2770413,0.9395315,3.4398878,0.27233985,0.09999915,0.9381253,0.9025314
0.2923218,0.9398539,3.2967937,0.33765903,0.09999485,0.64637107,0.9180635
0.306716,0.9405121,3.2976496,0.3462895,0.099998295,0.54127693,0.90865326
0.28666705,0.93996334,3.3347619,0.35092905,0.099998884,0.51691645,0.9233054
0.26379693,0.9398916,3.4141963,0.2784845,0.09999372,0.88332415,0.8826776
0.30430862,0.9393258,3.381648,0.37637606,0.099999405,0.45780256,0.94326717
0.27750668,0.93898195,3.4399853,0.34187013,0.09999696,0.43924767,0.94267434
0.294381,0.9390738,3.3291192,0.36579978,0.099997714,0.5837346,0.9498926
0.29656127,0.9395567,3.30755,0.3588779,0.09999911,0.6203068,0.92419773
0.30281702,0.93971723,3.259944,0.37143576,0.09999955,0.58544266,0.9315995
0.26753333,0.9395561,3.5847294,0.3082348,0.09999801,0.39410338,0.919622
0.29688752,0.93956184,3.430645,0.32974714,0.099997364,0.42997268,0.9276072
0.30278373,0.9393104,3.402943,0.33722636,0.099996544,0.41497618,0.9406713
0.2676249,0.9392071,3.296927,0.3603252,0.09999851,0.8956141,0.9291889
0.2693827,0.9392715,3.3017523,0.43629518,0.09999751,0.7071525,0.9401222
0.26201382,0.9393991,3.4516902,0.3019655,0.09999844,0.5644208,0.9057616
0.27720737,0.9394573,3.417729,0.35735923,0.09999831,0.5342557,0.91523576
0.29552898,0.9399371,3.3108938,0.3181261,0.09999833,0.7790534,0.9149385
0.29534805,0.94015086,3.203968,0.34423554,0.099998534,1.1421918,0.9098918
0.291253,0.93920827,3.3390074,0.33486745,0.09999394,0.6121297,0.93300366
0.30120364,0.9401287,3.5101051,0.28496483,0.09999944,0.33226755,0.9165804
0.30827177,0.9402325,3.511356,0.24702531,0.09999937,0.38869727,0.9081343
0.30210704,0.940222,3.315227,0.28511956,0.09999963,0.86064535,0.9016787
0.32493114,0.9402354,3.392395,0.18312894,0.09999998,0.4696507,0.89476913
0.32202715,0.94021904,3.4067838,0.1802835,0.09999998,0.47654495,0.89354265
0.2583615,0.9392607,3.5533755,0.2562471,0.09999889,0.7206415,0.8993802
0.2712309,0.93933856,3.5222142,0.23901364,0.099996544,0.7385045,0.89752364
0.2883839,0.9392842,3.281739,0.3501399,0.09999768,0.9618321,0.9199869
0.30797014,0.9397584,3.2891474,0.3426914,0.09999956,0.90697014,0.91661847
0.29778796,0.9399765,3.3107178,0.27205712,0.09999927,1.0699072,0.8851142
0.29824802,0.9399402,3.3181715,0.27494246,0.09999915,1.0054299,0.8887303
0.28376192,0.9399663,3.260553,0.36237028,0.099993825,0.830228,0.9208638
0.31966716,0.9401283,3.2940614,0.3047017,0.099999405,0.6523602,0.9029648
0.29461032,0.9404361,3.2097647,0.3705118,0.099990904,1.3136669,0.903024
0.29244977,0.94044924,3.2511158,0.34932446,0.09999434,1.2089294,0.89907676
0.28788796,0.939363,3.4053006,0.3092734,0.099998906,0.44510922,0.9300552
0.28795952,0.9393867,3.3761559,0.3142302,0.09999893,0.47581717,0.9295088
0.30619732,0.9395771,3.1919534,0.3807737,0.09999495,1.3449296,0.9273649
0.27208257,0.9397776,3.4960446,0.2316235,0.09999925,0.76653457,0.89027095
0.27674896,0.9396027,3.5795317,0.18410647,0.0999999,0.49837166,0.88320476
0.30013445,0.94018924,3.3630548,0.196564,0.09999676,0.84869176,0.87971675
0.27051032,0.93940145,3.4129589,0.37475744,0.09999982,0.48411456,0.9171503
0.2721164,0.9398496,3.4201446,0.30348808,0.099999666,0.7211479,0.9046401
0.2633526,0.93940115,3.487967,0.30177644,0.09999988,0.63538826,0.89809924
0.2626896,0.93919253,3.5570877,0.29671586,0.09999988,0.4828187,0.91779274
0.275288,0.939002,3.6081495,0.33358476,0.09999686,0.34761375,0.9364085
0.2957287,0.93938315,3.410832,0.25642908,0.09999831,0.65448153,0.8948678
0.29187524,0.9392984,3.4138706,0.28893393,0.09999853,0.66973734,0.90539974
0.2910105,0.939558,3.4075453,0.25860792,0.09999879,0.6274123,0.9118744
0.30389166,0.94004154,3.2565935,0.371414,0.09999581,0.7283583,0.9113638
0.27304977,0.93963647,3.357095,0.3560703,0.09999788,0.9256396,0.9343629
0.28389695,0.93973637,3.3119965,0.3596402,0.09999814,0.89841133,0.9351962
0.29335475,0.9394708,3.255489,0.28362986,0.09999961,1.4364305,0.9206652
0.26320165,0.9394276,3.49583,0.28478122,0.0999993,0.62175643,0.9137742
0.27613804,0.9392284,3.3609967,0.3492571,0.099998534,0.9019862,0.9121155
0.25977302,0.9393441,3.4205718,0.35700768,0.09999732,0.5692397,0.91775393
0.27386612,0.9396322,3.3824348,0.33180052,0.09999458,0.74625224,0.91054606
0.28998524,0.9397588,3.2406921,0.3450583,0.09999714,1.3504605,0.9041741
0.2825571,0.9394988,3.2844167,0.38495025,0.09999696,1.1505306,0.91901386
0.3071613,0.9398428,3.4167063,0.19810152,0.0999977,0.49282292,0.9078932
0.29227293,0.93970156,3.478271,0.15821742,0.09999674,0.7731716,0.8719576
0.2894597,0.9393729,3.3983707,0.29237726,0.09999585,0.66486186,0.9195606
0.2699672,0.9393427,3.373452,0.2751507,0.09999738,1.3280661,0.90490454
0.30964637,0.9394916,3.2098577,0.40752763,0.09999456,1.2111638,0.93568397
0.29313636,0.9393387,3.1619802,0.4033083,0.09999847,1.756968,0.92865866
0.27113292,0.9392736,3.2655559,0.44409382,0.099997155,1.145164,0.9361945
0.2715059,0.9391271,3.6558292,0.1532994,0.099999666,0.4236579,0.8864989
0.32313728,0.9395307,3.3670173,0.16782297,0.09999905,0.8589959,0.89502746
0.29999405,0.93932426,3.2605946,0.39707288,0.09999695,0.8248214,0.9261747
0.301141,0.93953836,3.506113,0.16134055,0.09999652,0.5303518,0.8895983
0.29319552,0.9401578,3.2776456,0.3614678,0.09999919,0.86477816,0.91174436
0.26355365,0.93961287,3.5785482,0.16730496,0.09999975,0.97679955,0.874644
0.27021712,0.9401417,3.444105,0.30146015,0.099999905,0.634329,0.8982621
0.29486862,0.9398403,3.500611,0.2021236,0.09999988,0.48855594,0.8911778
0.29979298,0.93981373,3.2644331,0.30640757,0.09999875,0.8938364,0.90613663
0.30934942,0.93958044,3.351915,0.2821254,0.09999933,0.70407766,0.91782457
0.3009787,0.9403956,3.2350338,0.39501715,0.099995255,0.5618896,0.9080307
0.3110695,0.93964756,3.2643316,0.30244362,0.09999982,0.7477894,0.9249687
0.27765587,0.93998915,3.5006053,0.2324001,0.099999644,0.742123,0.87652117
0.29990405,0.93969667,3.1585205,0.44065532,0.09999939,1.0021335,0.9261138
0.25970757,0.9392321,3.6671822,0.23264883,0.099999085,0.40391523,0.9121716
0.30519205,0.9400816,3.2928655,0.45278382,0.099994384,0.38166693,0.9462215
0.27317092,0.93891287,3.5883472,0.29023522,0.09999853,0.3857731,0.940328
0.3203202,0.938877,3.2745376,0.32527348,0.09999546,0.5995706,0.93997926
0.30243593,0.9391553,3.258656,0.34389853,0.09999627,0.7609491,0.92408746
0.2994482,0.93915296,3.3170524,0.35186633,0.0999976,0.59592056,0.9294372
0.28211275,0.9399247,3.398076,0.28522745,0.099999845,0.79336,0.8941174
0.32521436,0.93996215,3.2016513,0.33553097,0.09999806,0.7519825,0.92478335
0.28638095,0.93961823,3.311255,0.3400072,0.09999837,0.708428,0.92455006
0.3124447,0.94065785,3.2015827,0.32020706,0.099996865,1.2125947,0.8934096
0.2667756,0.9395261,3.4122052,0.31029555,0.09999762,0.6807885,0.90627754
0.3105126,0.9395195,3.2254486,0.31049442,0.09999839,1.2674495,0.918035
0.2838268,0.94051045,3.3728137,0.27102378,0.09999632,1.0805563,0.8807078
0.31172666,0.9399171,3.3051498,0.2842327,0.09999789,0.54208803,0.9106389
0.29932326,0.94035006,3.121023,0.44928935,0.09999931,1.0784698,0.9318192
0.30275646,0.9402437,3.1580267,0.39630455,0.09999951,1.0939254,0.9273165
0.29172164,0.9404355,3.2295086,0.348713,0.0999995,0.9763027,0.90511817
0.3148999,0.9394579,3.189624,0.36763918,0.09999968,0.86547095,0.9395961
0.29778466,0.9397367,3.2618678,0.36086902,0.09999549,0.7118857,0.93374217
0.29511434,0.9392494,3.346983,0.3704826,0.09999861,0.48495576,0.9377893
0.3023714,0.93963987,3.2762232,0.357072,0.09999551,0.5763183,0.92590874
0.27180704,0.9396961,3.400705,0.31558558,0.09999925,0.75602853,0.9129752
0.2941709,0.93947536,3.368482,0.33443356,0.09999396,0.5897183,0.91807586
0.29382467,0.9394229,3.3934898,0.32744068,0.099997915,0.51548976,0.924148
0.30400798,0.9393841,3.3998575,0.29525167,0.099996485,0.5043903,0.921591
0.2795545,0.93915945,3.4460113,0.31377533,0.09999891,0.5373981,0.93102616
0.28280646,0.9392214,3.4418561,0.34477404,0.09999708,0.4255968,0.93028903
0.2762893,0.93956804,3.5978377,0.34061784,0.0999975,0.32421952,0.9429106
0.2754042,0.9393307,3.644671,0.29064393,0.0999946,0.32635403,0.9351049
0.3042169,0.93978167,3.265535,0.36707994,0.09999901,0.6326512,0.92758924
0.26613134,0.9396844,3.4483461,0.31720233,0.0999947,0.8301125,0.90121186
0.29374894,0.93944675,3.4107118,0.29770216,0.099998556,0.50658685,0.92638594
0.29330832,0.9398538,3.3413482,0.29462767,0.099998645,0.6415219,0.9053382
0.2917193,0.9400484,3.279319,0.43177968,0.09999957,0.64580965,0.9127807
0.3030998,0.9396396,3.1978393,0.47102985,0.0999944,0.5717007,0.9255488
0.28498495,0.93959546,3.3140178,0.3942164,0.099995606,0.542333,0.9135126
0.25256535,0.93952805,3.2770927,0.47151652,0.09999808,0.825794,0.91201437
0.25562593,0.9395052,3.4184215,0.3694773,0.099998474,0.6321692,0.90749913
0.2552504,0.9398695,3.4008994,0.42617068,0.09999954,0.44308668,0.92174035
0.27509075,0.9396029,3.3943906,0.23319705,0.09999844,0.93946135,0.90329605
0.29430825,0.9394479,3.4505095,0.23143041,0.099999644,0.58661544,0.8996026
0.29755896,0.93938315,3.4057078,0.34213844,0.09999605,0.433044,0.9359519
0.29528394,0.9392656,3.3974948,0.35074425,0.09999398,0.48382226,0.94165
0.3032846,0.9402584,3.306765,0.27294388,0.09999975,0.67472327,0.88656193
0.27336046,0.93949807,3.5434766,0.3888934,0.099999726,0.3357913,0.9305868
0.2671461,0.93960345,3.598886,0.24567905,0.0999996,0.46644565,0.89514256
0.280505,0.940017,3.3622851,0.31475735,0.099993184,0.6995205,0.90773344
0.28144467,0.9403082,3.2859452,0.45003787,0.099998824,0.54067636,0.9130513
0.29088983,0.9392481,3.40956,0.3159362,0.099995255,0.5832929,0.93673396
0.33835572,0.93991965,3.173789,0.40062287,0.099999465,0.45026216,0.9400767
0.3175706,0.93990177,3.2261677,0.38642925,0.099999644,0.5341502,0.9296824
0.28576055,0.94004834,3.2949767,0.32763806,0.09999565,0.8588721,0.9063262
0.26803315,0.93994385,3.4147367,0.3184979,0.09999497,0.78000224,0.89183795
0.28174224,0.9395335,3.4133961,0.31737074,0.09999832,0.50213075,0.91780776
0.29522228,0.93961173,3.1570892,0.44243005,0.09999889,1.0243013,0.9267187
0.2747454,0.94017386,3.5287013,0.16951965,0.099994555,1.4648503,0.8663494
0.27590162,0.9394636,3.4168277,0.23206738,0.09999924,1.2688159,0.9017957
0.31830055,0.93974113,3.284989,0.33677688,0.09999229,0.5619964,0.9275845
0.34672803,0.9405073,3.226191,0.37846023,0.09999343,0.4460401,0.9301993
0.24882151,0.9389843,3.738858,0.22551183,0.09999936,0.43004435,0.8988651
0.29319835,0.93954957,3.464802,0.22465843,0.09999452,0.5809329,0.90543824
0.3179264,0.94052577,3.2089014,0.33561057,0.09999895,0.74824905,0.906032
0.298019,0.93950987,3.4280412,0.29075488,0.09999758,0.45037276,0.9255171
0.27993354,0.9395119,3.6001697,0.35792097,0.09999905,0.32160234,0.92965025
0.28698778,0.9393958,3.6535358,0.2677333,0.09999867,0.3366647,0.9196472
0.27740684,0.93931377,3.6361413,0.3629334,0.09998633,0.3188556,0.93342465
0.31460595,0.9389639,3.4194715,0.34403196,0.099997774,0.4348639,0.93488175
0.31782043,0.9391258,3.3760118,0.34368503,0.09999724,0.45034063,0.93159896
0.27206624,0.94034076,3.5294793,0.3063611,0.09999784,0.4019073,0.9165237
0.28955826,0.9386774,3.4953446,0.3108813,0.0999977,0.47381732,0.9378501
0.26707888,0.9392125,3.4853354,0.35431144,0.09999913,0.43905404,0.9289173
0.28933632,0.9398241,3.3887343,0.27256596,0.099998906,0.736651,0.9061258
0.3023501,0.9397732,3.2631333,0.29448327,0.09999796,1.0232073,0.9163852
0.3079966,0.9400598,3.3635669,0.19433466,0.099992655,0.8445476,0.8898827
0.27700943,0.93948054,3.3971243,0.38560236,0.09999933,0.58832353,0.9237614
0.30225277,0.93987775,3.407857,0.19882387,0.09999617,0.6981876,0.8950964
0.27602795,0.93927854,3.4569898,0.33398843,0.099998616,0.5124258,0.92220044
0.27404583,0.9393688,3.6531506,0.18322374,0.09999806,0.44816506,0.890333
0.3058786,0.93975466,3.5565467,0.1655582,0.09999849,0.364758,0.90150553
0.3047427,0.9404594,3.4856918,0.09247053,0.0999972,0.73135996,0.84848326
0.29024476,0.9397044,3.5103219,0.12196797,0.099987686,0.75970536,0.881263
0.29213902,0.9401785,3.461714,0.13898277,0.099997036,0.8150585,0.86166006
0.28726467,0.93909097,3.5882878,0.17400996,0.09999881,0.4920134,0.9044243
0.31786013,0.9391346,3.4352767,0.19682403,0.09999799,0.49017513,0.9105796
0.3206285,0.93948776,3.2332292,0.23157947,0.09999645,1.1463538,0.9161812
0.29506075,0.93836844,3.496628,0.3063269,0.09999988,0.4976705,0.9354229
0.3112322,0.939996,3.1744611,0.34508017,0.099999905,0.99708444,0.912499
0.25007507,0.93914974,3.6283891,0.32801345,0.09999561,0.37306684,0.9303652
0.2609028,0.93925357,3.5514443,0.35817912,0.09999776,0.41326216,0.9284826
0.29404426,0.9397825,3.431366,0.35938716,0.09999688,0.40794736,0.93616945
0.30776012,0.9394495,3.4980392,0.29394382,0.09999789,0.343625,0.93085504
0.29794183,0.94003767,3.46419,0.2769108,0.09999367,0.43639648,0.9193761
0.31117234,0.94015807,3.3375099,0.27912796,0.099997245,0.6159131,0.9055988
0.26286477,0.93928504,3.462986,0.26826558,0.09999936,1.0837749,0.90528834
0.27207652,0.9392364,3.403708,0.30949485,0.09999794,0.81806916,0.9098965
0.29383293,0.94050163,3.3421044,0.3015426,0.09999698,0.652601,0.8984265
0.27841115,0.9394115,3.47157,0.3465414,0.09999752,0.42472434,0.9197222
0.26015386,0.9392779,3.384479,0.3017524,0.09999847,1.0486836,0.9111269
0.29184806,0.9400834,3.442238,0.3306145,0.09999988,0.40751007,0.90860015
0.27447444,0.9392948,3.4526396,0.2795328,0.09999986,0.5424194,0.9216392
0.28010237,0.93931365,3.414462,0.29337683,0.09999986,0.57351,0.9253348
0.28025422,0.9397247,3.2946599,0.408468,0.09999706,0.713402,0.9218122
0.29796767,0.9398981,3.4434576,0.19616139,0.09999768,0.7211994,0.88165945
0.28756946,0.9392929,3.5157146,0.21252848,0.099995814,0.44082877,0.9209379
0.29031146,0.9396059,3.2603376,0.43854275,0.09999839,1.2002791,0.9095876
0.33108285,0.9403423,3.1440592,0.34266007,0.0999954,1.1794691,0.9067615
0.26478764,0.93918693,3.5788388,0.2682334,0.09999881,0.4353371,0.9091237
0.29868096,0.93981373,3.1785557,0.3864235,0.09999915,1.0626996,0.92515665
0.2818462,0.94009554,3.3230395,0.38261607,0.099998556,0.44899434,0.93120235
0.27291754,0.93988085,3.2614105,0.39289865,0.09999948,0.96538776,0.90332514
0.2768114,0.939878,3.2855594,0.3791399,0.09999942,0.90130824,0.90436834
0.27648357,0.93957466,3.4898295,0.2866432,0.09999976,0.5034946,0.9117792
0.32935783,0.93963134,3.262237,0.20127323,0.09999484,0.87829214,0.9041181
0.25636965,0.9392885,3.7061744,0.34602335,0.09999903,0.29964715,0.9296918
0.27002278,0.93933594,3.5622344,0.4089488,0.0999997,0.34848493,0.9392966
