bias,color_semvalue,gamma,k,sigma,steepness,wf
0.29896897,0.940169,3.348763,0.30860826,0.09999915,0.89885414,0.8900138
0.3247241,0.9401176,3.1017826,0.37923154,0.099994436,1.1678401,0.92480016
0.27219477,0.9394782,3.4822342,0.26892576,0.099999726,0.7356045,0.895892
0.2789268,0.9392427,3.5264041,0.19869569,0.09999883,1.0093117,0.8787785
0.27484435,0.9391552,3.4444125,0.27446038,0.0999967,1.0204377,0.9052578
0.26682293,0.9391186,3.5012472,0.22941417,0.0999969,1.0037891,0.88710755
0.26399451,0.9390191,3.5553799,0.25483415,0.09999714,0.6907665,0.9045744
0.28967363,0.93985707,3.2829041,0.35579526,0.099995516,0.69118345,0.91309875
0.29112887,0.94014513,3.375291,0.31244457,0.09999867,0.5548089,0.9101607
0.29568183,0.94000906,3.3703218,0.23872273,0.099990726,0.66794366,0.8918038
0.29385042,0.93967205,3.285632,0.3854566,0.09999932,0.85880244,0.92192006
0.31599438,0.9402301,3.3058145,0.26790702,0.09999869,0.7555688,0.9058644
0.2937636,0.9396495,3.3163762,0.35353607,0.09999666,1.2714728,0.91161585
0.28434542,0.9399485,3.362422,0.26635477,0.09999784,0.8362478,0.89876384
0.32074234,0.9399613,3.21127,0.3337479,0.09999708,0.7918799,0.9185397
0.2588145,0.939243,3.5425425,0.27128434,0.09999774,0.5919611,0.9014661
0.32570252,0.9403248,3.3263402,0.19738369,0.09999613,0.6934834,0.8889673
0.2926471,0.9403168,3.3260357,0.31196174,0.09999374,0.6350508,0.9045527
0.2986673,0.94030225,3.3301039,0.2928964,0.099998295,0.67344105,0.89876974
0.28002277,0.9395846,3.2997055,0.38087577,0.09999442,1.1561863,0.9181161
0.28751,0.94017315,3.2305367,0.3589819,0.0999997,0.6776612,0.9233211
0.29994264,0.93976015,3.3901093,0.3498412,0.09999945,0.4865803,0.93169945
0.2823303,0.9398601,3.5478616,0.3183132,0.099997245,0.34112996,0.9282823
0.287995,0.93968356,3.5681968,0.33303794,0.09999853,0.331492,0.9255206
0.27371246,0.9392864,3.7308202,0.29353967,0.09999992,0.29331407,0.9369269
0.27288225,0.9392424,3.7209764,0.27913952,0.09999996,0.30971876,0.93245786
0.29730898,0.93970835,3.59611,0.28906187,0.099999964,0.32253012,0.9279759
0.2672372,0.93986714,3.594847,0.32605276,0.09999919,0.3751909,0.91266114
0.2897914,0.9401804,3.2984958,0.3541839,0.09999782,0.64301956,0.90567136
0.29575512,0.9400092,3.257643,0.4194065,0.099997975,0.5891335,0.9259364
0.304714,0.93997777,3.19949,0.44248638,0.09999819,0.61743677,0.9338401
0.30791318,0.93995035,3.365276,0.27550572,0.09999921,0.5402029,0.9095221
0.30974346,0.94021815,3.3548393,0.30233184,0.09999337,0.57313585,0.9010116
0.29070854,0.9399814,3.4023771,0.28657466,0.09999736,0.57323533,0.90117514
0.28390115,0.93959534,3.4535103,0.34281838,0.09999658,0.42744178,0.93326485
0.3221315,0.9402015,3.2800658,0.42232275,0.09999247,0.42637303,0.9385246
0.33267012,0.9400846,3.2400067,0.45072567,0.09999341,0.3690114,0.94491076
0.36178958,0.9408277,3.01586,0.33319354,0.09999763,1.0893443,0.9087356
0.342466,0.9401438,3.159014,0.40733397,0.09999806,0.55584025,0.94214207
0.28928745,0.93966234,3.4717128,0.3344351,0.099997036,0.37191495,0.93412304
0.2983152,0.93984306,3.383766,0.39526114,0.09999398,0.38766932,0.9475734
0.2960923,0.9391718,3.523428,0.30636516,0.099998854,0.3596649,0.9437269
0.2905939,0.9395418,3.3868718,0.2739207,0.099995576,0.70292115,0.8986981
0.2962488,0.93956673,3.3328295,0.3044809,0.099997126,0.8082011,0.9116944
0.3129469,0.9397222,3.2650108,0.30010796,0.099998094,0.87828016,0.90861654
0.30909994,0.9396705,3.326675,0.29979587,0.09999734,0.7362659,0.91308135
0.30895948,0.9395023,3.337297,0.29753274,0.09999726,0.7548049,0.9133961
0.3119326,0.9401578,3.1087577,0.41529793,0.09999778,1.1497766,0.92031777
0.31057677,0.94020367,3.2919428,0.30475423,0.09999788,0.78608507,0.90892786
0.27569148,0.93934274,3.4232926,0.33883044,0.099997416,0.5452919,0.9197689
0.31132913,0.9402904,3.2037332,0.33638328,0.09999923,0.9072485,0.915936
0.30423793,0.94021845,3.219483,0.35861054,0.09999861,1.1206533,0.9061026
0.2893234,0.939801,3.4355164,0.26108512,0.0999975,0.6058433,0.90856075
0.28607136,0.9391632,3.3172212,0.33904812,0.09999641,0.7092071,0.921136
0.28384808,0.93912405,3.415739,0.29413888,0.099996984,0.5620793,0.9160399
0.28914312,0.93930686,3.3958209,0.30135843,0.09999757,0.56367767,0.91683424
0.33036894,0.93994683,3.1684322,0.3415287,0.09999813,1.3334656,0.90661424
0.32874686,0.94031894,3.1574576,0.35087875,0.099996805,1.0216571,0.9148333
0.29105917,0.9397287,3.294357,0.3393753,0.09999504,0.9707459,0.91326606
0.3272843,0.9400853,3.272243,0.26518512,0.09999839,0.7182508,0.9006703
0.2626282,0.9389379,3.4973543,0.31742683,0.09999478,0.6423822,0.9178998
0.3218674,0.94053054,3.27291,0.28248456,0.09999936,0.6733221,0.90364707
0.2880768,0.9393239,3.3116565,0.36146775,0.09999391,0.6327266,0.9214392
0.2737388,0.9393815,3.4892664,0.33656836,0.099998854,0.49340174,0.91564006
0.30878776,0.9398167,3.4135683,0.27106744,0.09999291,0.52954817,0.9109598
0.31556743,0.9400165,3.163284,0.44666633,0.09999936,0.55030555,0.9357362
0.2838232,0.9394598,3.3731575,0.33306503,0.09999611,0.562309,0.9228537
0.28044167,0.93945026,3.3698752,0.314673,0.099998675,0.7417388,0.91452074
0.28869274,0.93970245,3.3915021,0.26932016,0.09999962,0.6812486,0.90401584
0.29081118,0.93996215,3.4595947,0.25921723,0.09999793,0.45058644,0.9077492
0.2899062,0.93984437,3.334478,0.29735148,0.099996105,0.8111813,0.89965326
0.32813218,0.94004,3.2787929,0.2526991,0.09999899,1.1090145,0.9025588
0.24836446,0.93946415,3.4893956,0.3121153,0.09999628,0.8407961,0.90283525
0.30878907,0.9401899,3.2148123,0.35372087,0.09999812,0.6590946,0.91631967
0.30229893,0.9401181,3.313288,0.28467453,0.09999788,0.5922964,0.90617484
0.27106577,0.94026977,3.4561598,0.28335902,0.099999145,0.58486176,0.8967749
0.29673925,0.93919194,3.4473372,0.3834755,0.099998534,0.40212435,0.9467628
0.2851777,0.9392259,3.5403974,0.3340903,0.099997334,0.32421482,0.9459032
0.2866208,0.9391879,3.5441487,0.32273418,0.09999577,0.354139,0.9455619
0.28041846,0.93990076,3.3918316,0.3251241,0.09999951,0.69810945,0.9013732
0.2898969,0.9400428,3.190596,0.3914929,0.09999978,1.0261297,0.92481905
0.27981758,0.93964887,3.3447077,0.31520635,0.09999954,1.3791713,0.90602094
0.27622756,0.9398966,3.359027,0.3188593,0.09999176,0.7218702,0.904376
0.28167394,0.9394847,3.3346422,0.3896567,0.09999955,0.591069,0.9333631
0.29445577,0.93998873,3.2892861,0.30825675,0.09999783,0.8509026,0.9021202
0.24939033,0.939654,3.636878,0.2974199,0.09999641,0.39713162,0.9045978
0.2907975,0.9398427,3.501301,0.32394087,0.09999899,0.37642682,0.91445965
0.28471425,0.93974453,3.6829252,0.18133992,0.09999825,0.3265226,0.9025741
0.28407654,0.9395915,3.6920216,0.16616602,0.09999666,0.38627958,0.89989924
0.30264527,0.94042766,3.1363416,0.4275244,0.09999788,1.1162511,0.9091633
0.29665324,0.94050026,3.1833558,0.42252046,0.099996544,1.076679,0.8997775
0.2933309,0.9402088,3.2175694,0.3841326,0.099997245,1.0851855,0.90568906
0.30674493,0.939805,3.3071628,0.28100008,0.09999933,0.85564256,0.9082885
0.28816628,0.939636,3.3445642,0.3611616,0.0999918,0.6863682,0.917212
0.27817953,0.93960667,3.5025263,0.2748138,0.099997364,0.45366418,0.9069853
0.27555627,0.93982506,3.439232,0.28090695,0.0999975,0.6923324,0.9009009
0.3056556,0.93921,3.3459468,0.25150785,0.0999972,1.120265,0.9090029
0.2964551,0.9400513,3.1375318,0.39632985,0.09999847,1.1816576,0.92575943
0.3079818,0.93978596,3.267431,0.2941673,0.09999869,1.1669228,0.9201347
0.29831785,0.93962586,3.3361368,0.2399513,0.09999963,1.189697,0.8990966
0.27677137,0.93962216,3.3082008,0.35966548,0.09999802,0.9029483,0.91906613
0.30762774,0.9398254,3.3542817,0.30941927,0.09999841,0.5210096,0.9141421
0.2800873,0.94001347,3.2893705,0.35725465,0.099997394,0.9574286,0.9091782
0.27010417,0.93910146,3.4715838,0.22150783,0.0999964,1.2571952,0.89251024
0.29677746,0.9398248,3.312055,0.31162462,0.099996746,1.4283848,0.8995138
0.30097663,0.9402198,3.323723,0.257649,0.09999683,0.8651141,0.89555544
0.30551285,0.94001085,3.309997,0.27245107,0.09999734,0.8033734,0.8980259
0.30219865,0.94011784,3.2970254,0.3069079,0.09999602,0.80543923,0.8996954
0.27401257,0.93920326,3.37471,0.33279243,0.099998094,1.1976689,0.9116942
0.2875213,0.94023633,3.346388,0.2697838,0.09999259,0.6936318,0.9011844
0.30740163,0.939947,3.3136258,0.25604874,0.09999432,0.7419908,0.89827454
0.28067902,0.93918455,3.4425616,0.32196826,0.09999889,0.4292309,0.93135613
0.31062323,0.9399612,3.204733,0.3324709,0.09999796,1.2422752,0.9032637
0.29928637,0.939818,3.4060826,0.2780408,0.09999819,0.823133,0.90320885
0.26878726,0.93990016,3.3582237,0.33124587,0.09999823,1.0264726,0.89545125
0.27369213,0.9401499,3.3574193,0.3376941,0.09999832,0.70770824,0.90320164
0.26566923,0.9400749,3.323646,0.3640611,0.09999939,0.8261065,0.90048957
0.31605995,0.9399102,3.2742724,0.36849877,0.09999915,0.4846145,0.93136406
0.2666698,0.9396646,3.5082903,0.25211406,0.09999569,0.90155315,0.89419293
0.30055928,0.93947816,3.3467543,0.38220003,0.09999889,0.42252305,0.93585885
0.2853637,0.9393488,3.3543634,0.39881217,0.09999897,0.4871054,0.93493116
0.3345919,0.93993187,3.1461198,0.3161831,0.09999595,0.8032665,0.9326385
0.25970003,0.9392874,3.6676228,0.29937708,0.09999857,0.35543072,0.91518414
0.27638912,0.9393423,3.4915955,0.26199642,0.09999784,0.6082957,0.90014935
0.2803032,0.9396193,3.3992147,0.3239907,0.0999997,0.5969173,0.91597277
0.24973276,0.9393103,3.6219082,0.28351825,0.09999708,0.5089268,0.89420027
0.343557,0.9395101,3.2216291,0.32613793,0.099999145,0.53337353,0.94600034
0.26972085,0.93994856,3.3237536,0.37459236,0.09999895,0.9518275,0.90140295
0.30127296,0.93960094,3.2895553,0.3605314,0.09999838,0.6918143,0.9136129
0.27928445,0.94002175,3.3660176,0.26247418,0.09999726,1.2401278,0.8961016
0.27546608,0.9400815,3.3894417,0.24400625,0.09999638,1.0511346,0.89631915
0.27366412,0.94007164,3.2661073,0.4172055,0.099998705,0.84815323,0.91150385
0.26986343,0.9394576,3.4718747,0.25223053,0.099994175,0.83299947,0.89465356
0.27401465,0.9396428,3.417129,0.3119044,0.09999621,0.6915179,0.9021649
0.30873924,0.9397657,3.2833319,0.31733578,0.09999938,0.71643126,0.9203524
0.287991,0.94009125,3.4445262,0.28250358,0.099992156,0.5568561,0.8988581
0.30799842,0.9396677,3.423913,0.18397634,0.09999927,0.59065837,0.8994851
0.2905969,0.9401979,3.3194213,0.40886155,0.099995635,0.6316365,0.90829664
0.29394534,0.9399754,3.4201136,0.30535308,0.09999778,0.50608075,0.8909205
0.28224277,0.93914545,3.4719162,0.2854446,0.0999974,0.5520159,0.9339896
0.28542516,0.93979865,3.386811,0.3622223,0.09999692,0.55159426,0.91009283
0.3120351,0.9396678,3.2317255,0.3542028,0.099992864,0.5793109,0.9355603
0.30460215,0.93960667,3.2547204,0.37764558,0.09997792,0.5389509,0.9372046
0.30551958,0.9397948,3.285351,0.3495606,0.09999102,0.50895,0.93071866
0.279258,0.9393283,3.430652,0.29273987,0.09999975,0.913964,0.8945022
0.27143654,0.9394244,3.5013206,0.2634931,0.09999976,0.8758744,0.8823241
0.2654726,0.9388915,3.4600592,0.28995773,0.099999644,0.9264461,0.904328
0.28226632,0.9390929,3.3699455,0.30260345,0.09999955,1.0449386,0.90627205
0.31415772,0.94025064,3.2592797,0.32993078,0.09999696,0.50240237,0.92581123
0.26175103,0.9390279,3.5906143,0.31003857,0.09999805,0.4987907,0.9110248
0.2751874,0.9396491,3.3715844,0.27676353,0.09999784,0.7636861,0.9065468
0.30112475,0.939946,3.346074,0.29533163,0.09999831,0.7599405,0.8972774
0.3055985,0.9399141,3.4106135,0.29454666,0.09999224,0.53099054,0.9001669
0.27188325,0.9401485,3.3487272,0.35225916,0.09999968,0.5851366,0.917261
0.2939637,0.9396373,3.263115,0.32763338,0.099999905,1.310896,0.91326606
0.29714924,0.94023097,3.2791014,0.33057544,0.09999999,0.89896667,0.9101265
0.28965822,0.939522,3.2442305,0.38725635,0.09999999,1.0167203,0.93017536
0.29187986,0.93984437,3.3378627,0.328685,0.09999988,0.46269393,0.92539823
0.2863012,0.9394859,3.3457818,0.34107277,0.09999483,1.2179612,0.91233593
0.28587478,0.93927085,3.2669926,0.35535088,0.09999903,1.00312,0.91807103
0.27980104,0.9392046,3.388392,0.30406654,0.09999869,0.9822723,0.92186356
0.30303344,0.94026035,3.1755624,0.34657338,0.099997476,1.4512744,0.9030664
0.26455894,0.9394146,3.5882082,0.26633167,0.09999948,0.49275884,0.89952666
0.2717951,0.93942463,3.496581,0.2945258,0.099999785,0.6218979,0.8995205
0.36093238,0.94062984,3.014497,0.43127298,0.09999881,0.6953765,0.93559545
0.25313193,0.93889475,3.433998,0.36755586,0.09999638,0.7541953,0.9193825
0.28378147,0.9392011,3.3796868,0.31041327,0.099998154,0.63243294,0.930784
0.305661,0.94029856,3.2735388,0.27719545,0.099997126,1.2760093,0.87861764
0.30398738,0.94035757,3.266192,0.2692416,0.09999724,1.279834,0.8768588
0.30901656,0.94022965,3.2779033,0.29301375,0.099997796,1.045448,0.8945361
0.29886246,0.9397506,3.2327967,0.3357017,0.099997714,1.5931839,0.9166289
0.29742742,0.93969107,3.2379582,0.3600832,0.099997915,1.3891187,0.919741
0.2966665,0.93990505,3.3905005,0.2453358,0.09999682,0.78913105,0.88963
0.28401813,0.93972707,3.2959983,0.381076,0.099998415,0.6282453,0.9254308
0.27320623,0.94004357,3.442968,0.278911,0.09999607,0.8734597,0.8907868
0.3108222,0.93911827,3.3299146,0.33059576,0.09999994,0.5209712,0.9316254
0.29569805,0.93938065,3.4236717,0.30662134,0.09999994,0.565342,0.9207396
0.29655957,0.9392009,3.5359075,0.25857443,0.09999954,0.38496435,0.92474246
0.30962616,0.93994135,3.2971823,0.37224004,0.09999927,0.5430656,0.9239588
0.2838611,0.9396396,3.3800054,0.35918796,0.09999915,0.56158775,0.92195576
0.31297392,0.9402313,3.4109955,0.1617977,0.09999772,1.0948155,0.88290477
0.26579103,0.93965364,3.5393348,0.18581277,0.09999867,1.1491303,0.88305527
0.2934761,0.93953854,3.430025,0.25560108,0.09999865,0.5540545,0.905407
0.29011977,0.9399822,3.2525973,0.34212354,0.09999676,1.5213065,0.90813047
0.29613113,0.93965125,3.1771967,0.4429801,0.09999295,1.5207565,0.9263625
0.309427,0.939662,3.117447,0.43129236,0.09999678,1.7775302,0.92695814
0.28136352,0.9396626,3.5065622,0.17100665,0.09999795,0.7496991,0.86775094
0.30225536,0.93973553,3.4123647,0.28410167,0.09999833,0.47303328,0.9252864
0.27057174,0.93923074,3.4396708,0.35200885,0.099998884,0.56154144,0.9228164
0.27320516,0.93894386,3.5385294,0.32552338,0.099999145,0.3976805,0.93013734
0.31545523,0.9396962,3.1907082,0.39198253,0.09999963,0.5983318,0.9493651
0.3001868,0.93946767,3.264433,0.38298464,0.09999877,0.56519127,0.9478788
0.28300363,0.9398001,3.4799187,0.24947841,0.09999975,0.5900353,0.8856512
0.30711094,0.93949986,3.2361906,0.36891076,0.099994496,0.7499299,0.9377674
0.2729999,0.93974775,3.4983115,0.36578146,0.099998556,0.41437045,0.9153128
0.26502842,0.9394455,3.51697,0.32462093,0.09999011,0.46728042,0.91360134
0.27842817,0.9397608,3.406206,0.36317417,0.09999634,0.54093826,0.9151868
0.27774516,0.9392951,3.480175,0.18866682,0.09999663,0.688071,0.896035
0.30996248,0.9403751,3.2660162,0.28668272,0.099998094,1.1618971,0.89588207
0.28110787,0.939865,3.4301248,0.2073247,0.09999863,0.94875336,0.88549507
0.2933527,0.94003075,3.328647,0.2242487,0.09999903,1.1641594,0.889296
0.2841462,0.9396349,3.4218626,0.35267776,0.09999551,0.52003706,0.921154
0.31750387,0.9399646,3.3074129,0.3923317,0.09998864,0.39766243,0.930041
0.30458972,0.9399453,3.4280539,0.31793714,0.099992335,0.4493791,0.91611445
0.25853568,0.93975794,3.353228,0.31727266,0.09999949,1.1677104,0.8999637
0.25817046,0.93976444,3.3235705,0.42295542,0.09999951,0.94475067,0.91374654
0.2729363,0.9397839,3.3509848,0.3414456,0.09999923,0.92139673,0.90644634
0.27006537,0.9390254,3.4577084,0.31432116,0.09999844,0.84933686,0.9142004
0.2521609,0.93906087,3.5061336,0.2872417,0.099997334,0.9355245,0.8932012
0.25607133,0.93931526,3.4934454,0.33257008,0.099997595,0.63994384,0.90734255
0.26726285,0.9394054,3.5067158,0.30030793,0.09999849,0.5328679,0.903832
0.27766767,0.93949616,3.406565,0.3277329,0.0999973,0.6027255,0.9127372
0.28071094,0.9391986,3.2858622,0.34798792,0.09999833,1.0710648,0.91657287
0.30353934,0.94035184,3.339738,0.27542177,0.09999695,0.5368132,0.89960057
0.28251982,0.9391285,3.3552258,0.35603982,0.099999845,0.6535453,0.92066723
0.27069098,0.9397553,3.5997581,0.22213873,0.09999367,0.4794982,0.89404476
0.2631077,0.939948,3.701488,0.20828694,0.099985115,0.43333885,0.8724699
0.26764613,0.9395853,3.7497346,0.20751652,0.09999198,0.34929574,0.89401966
0.28207865,0.9391936,3.7082934,0.23314849,0.09999919,0.3278811,0.92354536
0.27605718,0.9394494,3.4303193,0.42225862,0.09999587,0.38795045,0.9446519
0.27869895,0.93967795,3.4406013,0.39703786,0.099985056,0.42886996,0.94093734
0.28230193,0.9396781,3.4151025,0.3853277,0.09998745,0.43111357,0.9390925
0.27487418,0.93963504,3.6524706,0.2634651,0.099999845,0.36303622,0.90509355
0.27054027,0.93915737,3.5651636,0.300832,0.099998824,0.43919128,0.9157114
0.28022873,0.9393834,3.4880757,0.3149358,0.09999911,0.479666,0.9134324
0.3067904,0.9398055,3.3001122,0.29301798,0.09999498,0.79445803,0.904954
0.2751043,0.93987453,3.4402556,0.31800607,0.099999666,0.52368695,0.9147165
0.26683137,0.93894494,3.5029647,0.3039512,0.09999907,0.629937,0.9072892
0.27352905,0.9394201,3.427929,0.3725147,0.09999817,0.46550423,0.9234089
0.29555953,0.9393415,3.4658625,0.17570065,0.09999877,0.80659854,0.89022255
0.2802641,0.9396386,3.408596,0.30783987,0.09999944,0.6700626,0.90442765
0.27255124,0.9392129,3.3084555,0.38660306,0.09998611,0.8073342,0.92595166
0.31027868,0.9394632,3.3416443,0.3121929,0.09999917,0.54845876,0.9151831
0.3077614,0.93942285,3.3605628,0.3011491,0.09999939,0.59318596,0.9145271
0.29789832,0.93973565,3.4698718,0.24068163,0.099999666,0.5162405,0.9024054
0.28212819,0.9394428,3.313437,0.41032472,0.09999838,0.60656685,0.92598075
0.30525276,0.93977296,3.3935509,0.20094638,0.09999957,1.026116,0.89515746
0.29833782,0.9400531,3.184208,0.4144501,0.09999988,1.3676269,0.9265189
0.28530252,0.9400789,3.3035135,0.30835587,0.09999998,1.814933,0.89628303
0.27530915,0.9404536,3.3198261,0.35885927,0.09999999,1.1956959,0.8906529
0.28682923,0.93976545,3.333197,0.28793854,0.09997519,0.9768543,0.90753114
0.30111426,0.94013774,3.4120808,0.17698352,0.0999999,1.600209,0.86738867
0.28181738,0.93949383,3.2919486,0.35742983,0.09999746,1.6152608,0.91041523
0.2959211,0.94001794,3.40742,0.268909,0.099997364,0.4613191,0.90529203
0.2786792,0.9392787,3.239244,0.37972397,0.09999901,1.1664895,0.92399704
0.26449412,0.9391633,3.5347219,0.24242945,0.09999927,1.427588,0.8810928
0.29859176,0.9394893,3.2583957,0.32056198,0.099994175,1.1321421,0.91852975
0.26325828,0.9397361,3.4451895,0.31219172,0.099999264,0.5473712,0.9017226
0.26628268,0.9392909,3.37635,0.35381976,0.099993505,0.766926,0.9297496
0.27993146,0.9396763,3.319005,0.35532418,0.09999951,1.2122607,0.9136834
0.3001028,0.93985575,3.3041637,0.26402166,0.099992156,1.263921,0.8985984
0.31954157,0.9400877,3.24563,0.31983766,0.09999589,0.93247974,0.91029423
0.31943873,0.94045377,3.3035316,0.2837435,0.09999873,0.4950605,0.9039403
0.28942412,0.9395087,3.4716797,0.3229569,0.09999621,0.40539676,0.9195688
0.27762133,0.93942094,3.5346894,0.31161472,0.09999521,0.42568278,0.918428
0.29110724,0.9397891,3.4923978,0.22004758,0.099998735,0.5765068,0.8878855
0.27242568,0.93984175,3.3113544,0.3853459,0.09999565,0.70923036,0.9208421
0.31515506,0.9403449,3.2192698,0.31544834,0.09999883,1.1939857,0.90637875
0.3116425,0.94027627,3.2637608,0.31428546,0.09999396,0.6918763,0.9002072
0.27566102,0.9397043,3.3374538,0.3364643,0.09999901,1.0344453,0.9104544
0.27085215,0.939597,3.3401177,0.3804544,0.09999913,1.0168221,0.9171075
0.31454113,0.94002306,3.2894478,0.26846412,0.09999718,0.8381487,0.9014755
0.30329797,0.93994844,3.3712573,0.2240775,0.09998491,1.069832,0.8888977
0.30770746,0.94021577,3.2321684,0.33928558,0.0999999,0.7713808,0.917189
0.29330653,0.94085693,3.2124317,0.36998433,0.09999827,0.7385888,0.90884507
0.2928421,0.9408825,3.2140408,0.3484645,0.099998035,0.7883935,0.9035211
0.29907748,0.9389748,3.3269796,0.3031028,0.0999971,1.3016179,0.9098209
0.31219727,0.93945086,3.3209615,0.28005576,0.09999267,1.3233958,0.9030011
0.26205215,0.9393388,3.4422374,0.26742756,0.099998295,0.95443285,0.89869434
0.2642449,0.9393805,3.426433,0.32489553,0.09999412,0.73837084,0.9120615
0.26151106,0.939337,3.4234676,0.33981103,0.09999537,0.77478176,0.9112565
0.29618302,0.93970937,3.2389357,0.3334564,0.09999795,1.1367657,0.92608464
0.30859652,0.93970203,3.2052064,0.38004112,0.09999931,0.837838,0.93247277
0.30913195,0.9396083,3.2064295,0.34759817,0.099999025,1.0252796,0.9289489
0.2935701,0.9395746,3.2153366,0.4293663,0.09999955,0.9188395,0.92379326
0.29717103,0.9400299,3.4540572,0.15820402,0.09999807,0.8549841,0.88131934
0.30425277,0.9401636,3.3777866,0.170125,0.09999515,1.0741353,0.8793297
0.27811322,0.9397317,3.537184,0.16027576,0.099998474,0.78761935,0.87671936
0.30718607,0.9395894,3.3320675,0.3780099,0.09999666,0.48867914,0.9296395
0.30059397,0.9398476,3.3218336,0.2532765,0.09999844,0.807588,0.9005969
0.31875333,0.9396392,3.3559303,0.3037725,0.099995576,0.51031995,0.91992337
0.28566107,0.940128,3.3034418,0.3398144,0.099998534,0.80525684,0.90146965
0.2884698,0.93978226,3.4212997,0.2430647,0.09999924,0.79114217,0.8938102
0.27777427,0.93985736,3.404345,0.31435937,0.0999949,0.77358174,0.90134907
0.2980199,0.93996394,3.3528068,0.25570637,0.09999796,0.6973168,0.9014599
0.29935992,0.93950534,3.2715697,0.4061743,0.09999994,0.56203866,0.9402944
0.30861434,0.94013846,3.1771035,0.36315063,0.09999961,0.66077256,0.9281227
0.28913146,0.94010735,3.3116946,0.34566993,0.099998176,0.7998624,0.88767296
0.31493,0.93999803,3.2343068,0.28324392,0.099996865,1.1649659,0.90990704
0.313253,0.93943036,3.2762256,0.3210129,0.099995725,0.801708,0.9235892
0.27381063,0.93990564,3.3828154,0.34403142,0.099998906,0.6355886,0.91296965
0.29595363,0.939925,3.2895353,0.34331617,0.099994995,0.7517925,0.914332
0.28300905,0.93945944,3.4586208,0.29350397,0.0999996,0.554029,0.9134339
0.3149702,0.9400133,3.2974174,0.29869258,0.09999118,0.61129713,0.9103686
0.28545293,0.93973875,3.5573373,0.24763769,0.099997774,0.40033567,0.90828335
0.28911018,0.9392593,3.3238358,0.38595712,0.099997334,0.59100413,0.9334553
0.26937503,0.93943214,3.4989977,0.23532659,0.09999689,0.5920865,0.9031746
0.3001551,0.94001305,3.239529,0.36214247,0.099998966,1.0461494,0.90640885
0.2877035,0.93939364,3.4284363,0.2702247,0.099989355,0.7373153,0.9099019
0.2956822,0.93948436,3.3458428,0.30775228,0.099999785,0.60713017,0.9139316
0.27414945,0.9401187,3.5454726,0.2985421,0.09999573,0.41993952,0.89938724
0.28134796,0.9400051,3.43041,0.30413258,0.099995986,0.54647464,0.8989203
0.285722,0.9400376,3.2449307,0.37349486,0.09999664,1.0305843,0.90831214
0.2860164,0.93977046,3.274283,0.3751325,0.099996865,0.9369322,0.920217
0.3170522,0.93971026,3.3047037,0.2563517,0.099998094,0.8165023,0.9066926
0.2923508,0.93990254,3.3558335,0.322363,0.09999744,0.5914792,0.9113822
0.29092225,0.9399087,3.3322034,0.3019354,0.099998415,0.759514,0.9048566
0.30750605,0.9396852,3.2915518,0.27933323,0.099996865,0.76957214,0.91956794
0.29144543,0.9401051,3.32526,0.33591044,0.09999845,1.1297045,0.89383113
0.35027704,0.9402548,3.10406,0.3050275,0.09999893,1.350153,0.924081
0.3158602,0.9399241,3.2029495,0.3470448,0.09999943,0.9575597,0.92547214
0.30729374,0.93979836,3.1533234,0.39457166,0.09999907,0.88918054,0.9445233
0.2866964,0.9396898,3.4933026,0.3693025,0.09999802,0.40786603,0.91381204
0.26071593,0.9391352,3.6692288,0.24774101,0.09999489,0.36511642,0.9263344
0.29917896,0.9396645,3.247533,0.42113367,0.09999901,0.8781617,0.9190186
0.27746895,0.94017595,3.3723574,0.30281296,0.09999839,0.91283405,0.8840891
0.2835088,0.9401748,3.3173232,0.35231826,0.099997655,0.98004365,0.908364
0.3104185,0.9402479,3.2049103,0.30252358,0.09999617,1.4691219,0.900365
0.29693606,0.9401677,3.324707,0.2891823,0.099993765,1.3143815,0.8952623
0.29986656,0.9403196,3.363563,0.23570418,0.0999973,1.2238336,0.88742
0.28345907,0.9396524,3.3843246,0.265707,0.09999595,0.8605009,0.89930797
0.35387057,0.940649,3.2018235,0.22674511,0.099998415,0.76134133,0.90239704
0.3196926,0.9401724,3.2313159,0.31550777,0.09999444,0.66795856,0.9103542
0.26545057,0.9399319,3.3564892,0.36164358,0.09999945,1.1351482,0.9037204
0.30746254,0.9395144,3.280119,0.29683706,0.09999923,1.0740087,0.9171856
0.3070836,0.9394806,3.3048456,0.29780984,0.099998906,0.9182717,0.9169182
0.2642665,0.93983966,3.3985183,0.38675624,0.09999819,0.5363322,0.91833216
0.28596613,0.9391893,3.6288853,0.25882718,0.09999891,0.34221688,0.92299765
0.24775757,0.9396477,3.589588,0.32336727,0.099991895,0.4272188,0.91058916
0.31372142,0.9394939,3.3686976,0.31947604,0.099999405,0.47994962,0.9266173
0.3242467,0.9399754,3.318079,0.20083377,0.09999917,0.8742481,0.88623214
0.32630044,0.93988025,3.2229207,0.3330733,0.099992655,0.612848,0.92626184
0.28714338,0.93991506,3.3139715,0.3797193,0.09999894,0.7299461,0.9025673
0.3038625,0.9393894,3.3188705,0.27692667,0.099998794,0.68437046,0.9266887
0.30516,0.9388959,3.293067,0.37080705,0.099997275,0.5834753,0.94919986
0.31302828,0.93981326,3.3872628,0.25210318,0.099996604,0.51159304,0.915418
0.28746322,0.93936163,3.331376,0.33477756,0.09999736,0.7989446,0.912276
